Players;Values;POS;Team;ID;Num
Valgeir Lunddal Fridriksson;0,5;Right-Back;Bk Hacken;571310;12
Pavle Vagic;0,5;Defensive Midfield;Malmo Ff;396294;-
Saku Ylatupa;0,5;Right Winger;Gif Sundsvall;344836;11
Marco Lund;0,5;Centre-Back;Ifk Norrkoping;293324;4
Jamie Roche;0,5;Central Midfield;Ik Sirius;667870;5
Anton Eriksson;0,5;Centre-Back;Ifk Norrkoping;438334;24
Elias Andersson;0,5;Left-Back;Djurgardens If;229616;8
Elliot Kack;0,5;Left-Back;Djurgardens If;151682;5
Oscar Wendt;0,5;Left-Back;Ifk Goteborg;19305;17
Marcus Danielson;0,5;Centre-Back;Djurgardens If;48249;33
Jesper Lofgren;0,5;Centre-Back;Djurgardens If;392743;4
Anton Liljenback;0,45;Midfield;Varbergs Bois;318671;23
Daniel Stensson;0,45;Defensive Midfield;Ik Sirius;302319;18
Albert Ejupi;0,45;Central Midfield;Helsingborgs If;204291;30
Alexander Bernhardsson;0,45;Right Winger;If Elfsborg Boras;633454;12
David Kristjan Olafsson;0,45;Left-Back;Kalmar Ff;313888;3
Peter Abrahamsson;0,45;Goalkeeper;Bk Hacken;62147;26
Joe Gyau;0,45;Left Winger;Degerfors If;160670;5
Gustav Henriksson;0,45;Centre-Back;If Elfsborg Boras;368565;-
Oliver Stanisic;0,45;Centre-Back;Varbergs Bois;220588;4
Otto Rosengren;0,45;Central Midfield;Mjallby Aif;667249;25
Bjorn Paulsen;0,45;Centre-Back;Hammarby If;103428;42
Noah Persson;0,45;Midfield;Mjallby Aif;867674;26
Ajdin Zeljkovic;0,425;Left Winger;Ifk Varnamo;496321;16
Joakim Lindner;0,4;Centre-Back;Varbergs Bois;184674;18
Wilhelm Loeper;0,4;Right Winger;Helsingborgs If;405786;13
Carl Bjork;0,4;Forward;Ifk Norrkoping;407398;15
Tomas Totland;0,4;Right-Back;Bk Hacken;442470;21
Emmanuel Banda;0,4;Central Midfield;Djurgardens If;490308;12
Richard Magyar;0,4;Centre-Back;Hammarby If;148727;4
Patrik Karlsson Lagemyr;0,4;Midfield;Ifk Goteborg;265333;10
Lars Olden Larsen;0,4;Left Winger;Bk Hacken;432682;24
Jon Birkfeldt;0,4;Centre-Back;Varbergs Bois;333513;2
Ali Youssef;0,4;Left Winger;Bk Hacken;501131;-
Axel Lindahl;0,4;Right-Back;Kalmar Ff;381705;2
Aron Bjarnason;0,4;Left Winger;Ik Sirius;229194;14
Sebastian Ohlsson;0,4;Centre-Back;Degerfors If;205436;7
Suleiman Abdullahi;0,4;Centre-Forward;Ifk Goteborg;356118;10
Christopher McVey;0,4;Left-Back;If Elfsborg Boras;321155;4
Gustaf Norlin;0,4;Right Winger;Ifk Goteborg;540120;14
Patriot Sejdiu;0,4;Right Winger;Malmo Ff;593411;36
Johan Bangsbo;0,4;Centre-Back;Ifk Goteborg;998321;20
Ravy Tsouka;0,4;Right-Back;Helsingborgs If;353418;2
Gustaf Lagerbielke;0,4;Centre-Back;If Elfsborg Boras;485395;2
Noah Shamoun;0,4;Left Winger;Kalmar Ff;627760;14
Oscar Aga;0,4;Centre-Forward;If Elfsborg Boras;432703;14
Kadir Hodzic;0,4;Left-Back;Bk Hacken;225618;-
Robert Gojani;0,4;Central Midfield;If Elfsborg Boras;187103;16
Martin Olsson;0,4;Left-Back;Bk Hacken;38073;15
Johan Dahlin;0,4;Goalkeeper;Malmo Ff;41653;27
Francis de Vries;0,4;Left-Back;Ifk Varnamo;207061;2
Mamudo Moro;0,4;Centre-Forward;Mjallby Aif;429605;10
Adam Stahl;0,4;Right-Back;Mjallby Aif;223920;11
Kalle Joelsson;0,4;Goalkeeper;Helsingborgs If;366458;25
Zack Elbouzedi;0,4;Right Winger;Aik Solna;293779;20
Pontus Engblom;0,4;Centre-Forward;Gif Sundsvall;108745;21
Charlie Weberg;0,4;Centre-Back;Helsingborgs If;366449;21
Isak Ssewankambo;0,4;Centre-Back;Ik Sirius;249118;26
Kristopher Da Graca;0,4;Centre-Back;Ik Sirius;322061;-
Jesper Gustavsson;0,4;Defensive Midfield;Mjallby Aif;223896;22
Amar Muhsin;0,375;Centre-Forward;Helsingborgs If;651375;33
David Concha;0,35;Right Winger;Hammarby If;304250;17
Eliton Junior;0,35;Midfield;Varbergs Bois;568467;11
Ronaldo Damus;0,35;Centre-Forward;Gif Sundsvall;458345;12
Vladimir Rodic;0,35;Midfield;Hammarby If;283917;11
Viljormur Davidsen;0,35;Left-Back;Helsingborgs If;102123;4
Benjamin Kimpioka;0,35;Centre-Forward;Aik Solna;433652;22
Mikael Lustig;0,35;Right-Back;Aik Solna;36025;33
Kevin Yakob;0,35;Midfield;Ifk Goteborg;413268;23
Ludvig Navik;0,35;Central Midfield;Gif Sundsvall;615239;23
Niklas Moisander;0,35;Centre-Back;Malmo Ff;5017;4
Axel Bjornstrom;0,35;Left-Back;Aik Solna;299902;12
Erik Andersson;0,35;Central Midfield;Gif Sundsvall;114675;7
Laorent Shabani;0,35;Left Winger;Ik Sirius;381979;18
