Players;Values;POS;Team;ID;Num
David Kalnoki-Kis;0,3;Centre-Back;Zalaegerszegi Te Fc;110501;3
Srdjan Dimitrov;0,3;Midfield;Mtk Budapest;126931;-
Bakary Nimaga;0,3;Defensive Midfield;Zalaegerszegi Te Fc;257730;-
Zsombor Nagy;0,3;Centre-Back;Mtk Budapest;365234;5
Tomislav Kis;0,3;Centre-Forward;Mez%C5%91Kovesd Zsory Fc;179899;50
Sime Grzan;0,3;Right Winger;Zalaegerszegi Te Fc;186647;11
Lazar Zlicic;0,3;Central Midfield;Kisvarda Fc;257478;13
Meshack Ubochioma;0,3;Right Winger;Zalaegerszegi Te Fc;733362;70
Sylvain Deslandes;0,3;Centre-Back;Debreceni Vsc;272621;4
Gheorghe Grozav;0,3;Left Winger;Mtk Budapest;96844;10
Bence Gergenyi;0,275;Left-Back;Zalaegerszegi Te Fc;263369;44
Akos Kinyik;0,275;Centre-Back;Paksi Fc;75159;2
Mark Madarasz;0,275;Midfield;Mez%C5%91Kovesd Zsory Fc;292005;95
Antonio Vutov;0,275;Midfield;Mez%C5%91Kovesd Zsory Fc;220686;39
Andrej Lukic;0,275;Centre-Back;Mez%C5%91Kovesd Zsory Fc;239951;4
Bence Pavkovics;0,275;Centre-Back;Debreceni Vsc;225936;5
Marton Radics;0,275;Defensive Midfield;Gyirmot Fc Gy%C5%91R;690740;6
Attila Osvath;0,25;Right-Back;Paksi Fc;216902;11
Marko Futacs;0,25;Forward;Mtk Budapest;101277;29
Denis Ventura;0,25;Defensive Midfield;Gyirmot Fc Gy%C5%91R;231722;19
David Bobal;0,25;Centre-Back;Zalaegerszegi Te Fc;165315;5
Mario Zeke;0,25;Left-Back;Gyirmot Fc Gy%C5%91R;476090;77
Vince Szegi;0,25;Left-Back;Gyirmot Fc Gy%C5%91R;362271;2
Patrik Nagy;0,25;Central Midfield;Gyirmot Fc Gy%C5%91R;81712;8
Imre Szeles;0,25;Centre-Back;Gyirmot Fc Gy%C5%91R;274473;14
Marton Eppel;0,25;Centre-Forward;Budapest Honved Fc;109197;-
Jozsef Varga;0,25;Defensive Midfield;Debreceni Vsc;74602;33
Mihaly Korhut;0,25;Left-Back;Debreceni Vsc;105776;69
Benedek Varju;0,25;Centre-Back;Mtk Budapest;501158;2
Liviu Antal;0,25;Right Winger;Zalaegerszegi Te Fc;123256;57
Amir Bilali;0,25;Centre-Back;Mez%C5%91Kovesd Zsory Fc;226181;44
Robert Pillar;0,25;Centre-Back;Mez%C5%91Kovesd Zsory Fc;149431;17
Agoston Benyei;0,25;Midfield;Debreceni Vsc;797440;20
Miroslav Bjelos;0,25;Defensive Midfield;Ujpest Fc;345204;15
Anton Kravchenko;0,25;Centre-Back;Kisvarda Fc;64341;4
Lukas Klemenz;0,25;Centre-Back;Budapest Honved Fc;237334;4
Florent Hasani;0,25;Right Winger;Gyirmot Fc Gy%C5%91R;497188;21
Balint Szabo;0,25;Midfield;Paksi Fc;520013;27
Fernando Viana;0,25;Centre-Forward;Ujpest Fc;245778;9
Andrej Kadlec;0,25;Right-Back;Mtk Budapest;260842;22
Damir Redzic;0,25;Centre-Forward;Ferencvaros Budapest;715956;52
Patrick Iyinbor;0,25;Centre-Back;Ferencvaros Budapest;546430;-
Gergo Kocsis;0,25;Defensive Midfield;Mez%C5%91Kovesd Zsory Fc;179641;21
Roko Baturina;0,25;Centre-Forward;Ferencvaros Budapest;371008;88
Daniel Gera;0,25;Right Winger;Ferencvaros Budapest;229766;-
Gergo Nagy;0,25;Central Midfield;Budapest Honved Fc;151620;77
Benjamin Babati;0,25;Right Winger;Mez%C5%91Kovesd Zsory Fc;239501;11
Donat Barany;0,25;Forward;Debreceni Vsc;633057;17
Stefan Spirovski;0,25;Defensive Midfield;Mtk Budapest;66266;4
Nir Bardea;0,25;Centre-Back;Budapest Honved Fc;417792;-
Gergo Racz;0,25;Goalkeeper;Paksi Fc;264011;31
Slobodan Rajkovic;0,25;Centre-Back;Mtk Budapest;35934;3
Botond Barath;0,25;Centre-Back;Budapest Honved Fc;117280;36
Mohamed Mezghrani;0,25;Right-Back;Puskas Akademia Fc;451981;2
Adam Hajdu;0,225;Midfield;Gyirmot Fc Gy%C5%91R;160422;18
Aleksandr Karnitskiy;0,225;Defensive Midfield;Mez%C5%91Kovesd Zsory Fc;253371;14
Lucas;0,225;Defensive Midfield;Kisvarda Fc;74548;-
Bence Sos;0,225;Left Winger;Debreceni Vsc;248826;22
Zoltan Medgyes;0,225;Right Winger;Gyirmot Fc Gy%C5%91R;199270;70
Nikolasz Kovacs;0,225;Right-Back;Paksi Fc;342991;20
Bence Kocsis;0,225;Midfield;Mtk Budapest;544452;-
Sebastian Herrera;0,2;Left-Back;Mtk Budapest;384027;16
Patrik Poor;0,2;Centre-Back;Debreceni Vsc;151633;24
Levente Szabo;0,2;Forward;Mol Fehervar Fc;342989;-
Martin Chrien;0,2;Central Midfield;Mez%C5%91Kovesd Zsory Fc;252712;-
Frane Ikic;0,2;Centre-Back;Gyirmot Fc Gy%C5%91R;250421;55
Boubacar Traore;0,2;Forward;Budapest Honved Fc;639422;29
Daniel Nagy;0,2;Midfield;Mez%C5%91Kovesd Zsory Fc;69377;55
Janos Ferenczi;0,2;Left-Back;Debreceni Vsc;159014;11
Kevin Csoboth;0,2;Right Winger;Mol Fehervar Fc;445788;-
Barna Kesztyus;0,2;Midfield;Paksi Fc;201654;19
Patrik Tischler;0,2;Centre-Forward;Debreceni Vsc;110504;30
Luka Lakvekheliani;0,2;Left-Back;Mez%C5%91Kovesd Zsory Fc;400718;12
Riccardo Piscitelli;0,2;Goalkeeper;Mez%C5%91Kovesd Zsory Fc;163051;93
Filip Pajovic;0,2;Goalkeeper;Ujpest Fc;144305;1
Barnabas Nagy;0,2;Left-Back;Mtk Budapest;570511;-
Martin Palincsar;0,2;Midfield;Mtk Budapest;343094;27
