;jor;coach;system;teamid
0;1;Jakob Michelsen;3-4-2-1;4309
1;2;Jakob Michelsen;3-4-2-1;4309
2;3;Jakob Michelsen;3-4-2-1;4309
3;4;Jakob Michelsen;3-4-2-1;4309
4;5;Jakob Michelsen;3-4-2-1;4309
5;6;Jakob Michelsen;3-4-2-1;4309
6;7;Jakob Michelsen;3-4-2-1;4309
7;8;Jakob Michelsen;3-5-2;4309
8;9;Jakob Michelsen;3-4-2-1;4309
9;10;Jakob Michelsen;3-4-2-1;4309
10;11;Jakob Michelsen;3-4-2-1;4309
11;12;Jakob Michelsen;3-4-3;4309
12;13;Jakob Michelsen;3-4-2-1;4309
13;14;Jakob Michelsen;3-4-2-1;4309
14;15;Jakob Michelsen;3-4-2-1;4309
15;16;Jakob Michelsen;3-4-2-1;4309
16;17;Jakob Michelsen;3-4-2-1;4309
17;18;Jakob Michelsen;3-5-2;4309
18;19;Jakob Michelsen;3-5-2;4309
19;20;Jakob Michelsen;3-5-2;4309
20;21;Jakob Michelsen;3-5-2;4309
21;22;Jakob Michelsen;3-5-2;4309
22;23;Jakob Michelsen;3-5-2;4309
23;24;Jakob Michelsen;3-5-2;4309
24;25;Jakob Michelsen;3-4-3;4309
25;26;Jakob Michelsen;3-5-2;4309
26;27;Jakob Michelsen;3-5-2;4309
27;28;Jakob Michelsen;3-5-2;4309
28;29;Jakob Michelsen;3-5-2;4309
29;30;Jakob Michelsen;3-5-2;4309
