;jor;coach;system;teamid
0;1;Diego Simeone;3-5-2;13
1;2;Diego Simeone;3-1-4-2;13
2;3;Diego Simeone;3-5-2;13
3;4;Diego Simeone;3-4-2-1;13
4;5;Diego Simeone;3-5-2;13
5;6;Diego Simeone;4-4-2;13
6;7;Diego Simeone;3-5-2;13
7;8;Diego Simeone;3-1-4-2;13
8;9;Diego Simeone;3-1-4-2;13
9;10;Diego Simeone;4-3-3;13
10;11;Diego Simeone;3-4-2-1;13
11;12;Diego Simeone;3-4-2-1;13
12;13;Diego Simeone;3-4-2-1;13
13;14;Diego Simeone;4-4-2;13
14;15;Diego Simeone;4-4-2;13
15;16;Diego Simeone;4-4-2;13
16;17;Diego Simeone;4-4-2;13
17;18;Diego Simeone;3-5-2;13
18;19;Diego Simeone;4-4-2;13
19;20;Diego Simeone;4-4-2;13
20;21;Diego Simeone;4-4-2;13
21;22;Diego Simeone;4-4-2;13
22;23;Diego Simeone;4-4-2;13
23;24;Diego Simeone;4-4-2;13
24;25;Diego Simeone;4-4-2;13
25;26;Diego Simeone;3-5-2;13
26;27;Diego Simeone;4-4-2;13
27;28;Diego Simeone;3-5-2;13
28;29;Diego Simeone;3-5-2;13
29;30;Diego Simeone;4-4-2;13
30;31;Diego Simeone;3-5-2;13
31;32;Diego Simeone;4-4-2;13
32;33;Diego Simeone;3-5-2;13
33;34;Diego Simeone;5-4-1;13
34;35;Diego Simeone;4-4-2;13
35;36;Diego Simeone;4-4-2;13
36;37;Diego Simeone;3-5-2;13
37;38;Diego Simeone;3-5-2;13
