;jor;coach;system;teamid
0;1;Aykut Kocaman;4-2-3-1;6890
1;2;Aykut Kocaman;4-2-3-1;6890
2;3;Aykut Kocaman;4-1-4-1;6890
3;4;Aykut Kocaman;4-2-3-1;6890
4;5;Aykut Kocaman;4-1-4-1;6890
5;6;Aykut Kocaman;4-1-4-1;6890
6;7;Aykut Kocaman;4-1-4-1;6890
7;8;Aykut Kocaman;4-1-4-1;6890
8;9;Emre Belözoglu;4-1-4-1;6890
9;10;Emre Belözoglu;4-1-4-1;6890
10;11;Emre Belözoglu;4-1-4-1;6890
11;12;Emre Belözoglu;4-1-4-1;6890
12;13;Emre Belözoglu;4-1-4-1;6890
13;14;Emre Belözoglu;4-1-4-1;6890
14;15;Emre Belözoglu;4-1-4-1;6890
15;16;Emre Belözoglu;4-2-3-1;6890
16;17;Emre Belözoglu;4-1-4-1;6890
17;18;Emre Belözoglu;4-1-4-1;6890
18;19;Emre Belözoglu;4-1-4-1;6890
19;20;Emre Belözoglu;4-1-4-1;6890
20;21;Emre Belözoglu;4-1-4-1;6890
21;22;Emre Belözoglu;4-1-4-1;6890
22;23;Emre Belözoglu;4-1-4-1;6890
23;24;Emre Belözoglu;4-1-4-1;6890
24;25;Emre Belözoglu;4-1-4-1;6890
25;26;Emre Belözoglu;4-1-4-1;6890
26;27;Emre Belözoglu;4-1-4-1;6890
27;28;Emre Belözoglu;4-1-4-1;6890
28;29;Emre Belözoglu;4-1-4-1;6890
29;30;Emre Belözoglu;4-1-4-1;6890
30;31;Emre Belözoglu;4-1-4-1;6890
31;32;Emre Belözoglu;4-1-4-1;6890
32;33;Emre Belözoglu;4-2-3-1;6890
33;34;Emre Belözoglu;4-2-3-1;6890
34;35;Emre Belözoglu;4-2-3-1;6890
35;36;Emre Belözoglu;4-1-4-1;6890
36;37;Emre Belözoglu;4-1-4-1;6890
37;38;Emre Belözoglu;4-1-4-1;6890
