;jor;coach;system;teamid
0;1;Dimitrios Spanos;4-5-1;553
1;2;Dimitrios Spanos;4-2-3-1;553
2;3;Dimitrios Spanos;4-2-3-1;553
3;4;Dimitrios Spanos;4-2-3-1;553
4;5;Dimitrios Spanos;4-3-3;553
5;6;Dimitrios Spanos;4-2-3-1;553
6;7;Dimitrios Spanos;4-2-3-1;553
7;8;Dimitrios Spanos;4-2-3-1;553
8;9;Dimitrios Spanos;4-2-3-1;553
9;10;Dimitrios Spanos;4-2-3-1;553
10;11;Dimitrios Spanos;3-5-2;553
11;12;Dimitrios Spanos;3-5-2;553
12;13;Dimitrios Spanos;3-5-2;553
13;14;Dimitrios Spanos;3-5-2;553
14;15;Dimitrios Spanos;3-5-2;553
15;16;Dimitrios Spanos;4-2-3-1;553
16;17;Dimitrios Spanos;3-5-2;553
17;18;Dimitrios Spanos;4-4-2;553
18;19;Dimitrios Spanos;3-5-2;553
19;20;Dimitrios Spanos;4-2-3-1;553
20;21;Dimitrios Spanos;4-2-3-1;553
21;22;Dimitrios Spanos;3-5-2;553
22;23;Dimitrios Spanos;3-4-3;553
23;24;Dimitrios Spanos;3-5-2;553
24;25;Dimitrios Spanos;4-3-3;553
25;26;Dimitrios Spanos;3-5-2;553
