;jor;coach;system;teamid
0;1;Jim Goodwin;3-4-1-2;465
1;2;Jim Goodwin;3-4-1-2;465
2;3;Lee Sharp;3-5-2;465
3;4;Jim Goodwin;3-1-4-2;465
4;5;Jim Goodwin;3-1-4-2;465
5;6;Jim Goodwin;3-1-4-2;465
6;7;Jim Goodwin;3-4-2-1;465
7;8;Jim Goodwin;3-4-2-1;465
8;9;Jim Goodwin;3-4-2-1;465
9;10;Jim Goodwin;3-4-2-1;465
10;11;Jim Goodwin;3-4-1-2;465
11;12;Jim Goodwin;3-4-1-2;465
12;13;Jim Goodwin;3-4-2-1;465
13;14;Jim Goodwin;3-4-1-2;465
14;15;Jim Goodwin;3-4-2-1;465
15;16;Jim Goodwin;3-4-1-2;465
16;17;Jim Goodwin;3-4-2-1;465
17;18;Jim Goodwin;3-4-2-1;465
18;19;Jim Goodwin;5-4-1;465
19;20;Jim Goodwin;5-4-1;465
20;21;Jim Goodwin;4-4-1-1;465
21;22;Jim Goodwin;4-2-3-1;465
22;23;Jim Goodwin;4-2-3-1;465
23;24;Stephen Robinson;4-2-3-1;465
24;25;Jim Goodwin;4-2-3-1;465
25;26;Jim Goodwin;4-2-3-1;465
26;27;Allan McManus;4-2-3-1;465
27;28;Stephen Robinson;4-2-3-1;465
28;29;Stephen Robinson;5-4-1;465
29;30;Stephen Robinson;5-4-1;465
30;31;Stephen Robinson;4-2-3-1;465
31;32;Stephen Robinson;4-2-3-1;465
32;33;Stephen Robinson;4-3-3;465
