;jor;coach;system;teamid
0;1;Dario Bonetti;4-1-4-1;312
1;2;Dario Bonetti;4-3-3;312
2;3;Dario Bonetti;4-3-3;312
3;4;Dario Bonetti;3-4-3;312
4;5;Dario Bonetti;3-4-3;312
5;6;Dario Bonetti;4-3-3;312
6;7;Dario Bonetti;4-3-3;312
7;8;Dario Bonetti;4-3-3;312
8;9;Sorin Colceag;4-3-3;312
9;10;Sorin Colceag;4-3-3;312
10;11;Mircea Rednic;4-3-3;312
11;12;Mircea Rednic;4-3-3;312
12;13;Mircea Rednic;4-3-3;312
13;14;Mircea Rednic;4-3-3;312
14;15;Mircea Rednic;4-3-3;312
15;16;Mircea Rednic;4-3-3;312
16;17;Mircea Rednic;4-3-3;312
17;18;Mircea Rednic;4-3-3;312
18;19;Mircea Rednic;4-3-3;312
19;20;Mircea Rednic;4-3-3;312
20;21;Mircea Rednic;4-4-1-1;312
21;22;Flavius Stoican;4-2-3-1;312
22;23;Flavius Stoican;4-2-3-1;312
23;24;Flavius Stoican;4-2-3-1;312
24;25;Flavius Stoican;3-4-3;312
25;26;Flavius Stoican;5-3-2;312
26;27;Flavius Stoican;4-3-3;312
27;28;Flavius Stoican;4-2-3-1;312
28;29;Flavius Stoican;4-2-3-1;312
29;30;Florin Raducioiu;4-2-3-1;312
