;jor;coach;system;teamid
0;1;Erling Moe;3-4-3;687
1;2;Erling Moe;3-4-3;687
2;3;Erling Moe;3-4-3;687
3;4;Erling Moe;3-4-3;687
4;5;Erling Moe;3-4-1-2;687
5;6;Erling Moe;3-4-3;687
6;7;Erling Moe;3-5-2;687
7;8;Erling Moe;3-5-2;687
8;9;Erling Moe;3-5-2;687
9;10;Erling Moe;3-4-2-1;687
10;11;Erling Moe;3-4-1-2;687
11;12;Erling Moe;3-4-2-1;687
12;13;Erling Moe;3-5-2;687
13;14;Erling Moe;3-5-2;687
14;15;Erling Moe;3-5-2;687
15;16;Erling Moe;3-5-2;687
16;17;Erling Moe;3-5-2;687
17;18;Erling Moe;3-4-3;687
18;19;Erling Moe;3-5-2;687
19;20;Erling Moe;3-5-2;687
20;21;Erling Moe;3-5-2;687
21;22;Erling Moe;3-5-2;687
22;23;Erling Moe;3-5-2;687
23;24;Erling Moe;3-5-2;687
24;25;Erling Moe;3-5-2;687
25;26;Erling Moe;3-5-2;687
26;27;Erling Moe;3-5-2;687
27;28;Erling Moe;3-5-2;687
28;29;Erling Moe;3-5-2;687
29;30;Erling Moe;3-5-2;687
