;jor;coach;system;teamid
0;1;Bo Svensson;5-4-1;39
1;2;Bo Svensson;3-4-3;39
2;3;Bo Svensson;3-4-1-2;39
3;4;Bo Svensson;3-4-1-2;39
4;5;Bo Svensson;3-5-2;39
5;6;Bo Svensson;3-1-4-2;39
6;7;Bo Svensson;3-4-2-1;39
7;8;Bo Svensson;5-3-2;39
8;9;Bo Svensson;3-1-4-2;39
9;10;Bo Svensson;3-1-4-2;39
10;11;Bo Svensson;3-1-4-2;39
11;12;Bo Svensson;3-5-2;39
12;13;Bo Svensson;3-5-2;39
13;14;Bo Svensson;3-1-4-2;39
14;15;Bo Svensson;3-4-1-2;39
15;16;Bo Svensson;3-1-4-2;39
16;17;Bo Svensson;3-5-2;39
17;18;Bo Svensson;3-1-4-2;39
18;19;Bo Svensson;3-1-4-2;39
19;20;Babak Keyhanfar;3-1-4-2;39
20;21;Bo Svensson;3-5-2;39
21;22;Bo Svensson;3-4-2-1;39
22;23;Bo Svensson;3-4-2-1;39
23;24;Bo Svensson;3-4-2-1;39
24;25;Bo Svensson;3-5-2;39
25;26;Bo Svensson;3-5-2;39
26;27;Bo Svensson;3-4-2-1;39
27;28;Bo Svensson;3-5-2;39
28;29;Bo Svensson;3-5-2;39
29;30;Bo Svensson;3-1-4-2;39
30;31;Bo Svensson;3-5-2;39
31;32;Bo Svensson;3-4-2-1;39
32;33;Bo Svensson;3-4-2-1;39
33;34;Bo Svensson;3-4-1-2;39
