;jor;coach;system;teamid
0;1;Mihai Iosif;4-3-3;455
1;2;Mihai Iosif;4-1-4-1;455
2;3;Mihai Iosif;4-3-3;455
3;4;Mihai Iosif;4-3-3;455
4;5;Mihai Iosif;4-3-3;455
5;6;Mihai Iosif;4-2-3-1;455
6;7;Mihai Iosif;4-3-3;455
7;8;Mihai Iosif;4-4-2;455
8;9;Mihai Iosif;4-3-3;455
9;10;Mihai Iosif;4-3-3;455
10;11;Mihai Iosif;4-3-3;455
11;12;Mihai Iosif;4-2-3-1;455
12;13;Mihai Iosif;4-2-3-1;455
13;14;Mihai Iosif;4-3-3;455
14;15;Mihai Iosif;4-4-2;455
15;16;Mihai Iosif;5-3-2;455
16;17;Mihai Iosif;4-3-3;455
17;18;Mihai Iosif;4-2-3-1;455
18;19;Mihai Iosif;4-2-3-1;455
19;20;Mihai Iosif;4-2-3-1;455
20;21;Mihai Iosif;4-4-2;455
21;22;Mihai Iosif;4-3-3;455
22;23;Mihai Iosif;4-4-1-1;455
23;24;Mihai Iosif;4-3-3;455
24;25;Mihai Iosif;4-3-3;455
25;26;Mihai Iosif;4-2-3-1;455
26;27;Mihai Iosif;4-2-3-1;455
27;28;Mihai Iosif;4-1-4-1;455
28;29;Mihai Iosif;4-4-2;455
29;30;Adrian Mutu;4-3-3;455
