;jor;coach;system;teamid
0;1;Robin Dutt;4-2-3-1;4441
1;2;Robin Dutt;4-2-3-1;4441
2;3;Robin Dutt;4-2-3-1;4441
3;4;Robin Dutt;4-3-1-2;4441
4;5;Robin Dutt;4-3-1-2;4441
5;6;Robin Dutt;4-3-1-2;4441
6;7;Robin Dutt;4-3-1-2;4441
7;8;Robin Dutt;4-3-1-2;4441
8;9;Robin Dutt;4-3-1-2;4441
9;10;Robin Dutt;4-3-1-2;4441
10;11;Robin Dutt;4-3-1-2;4441
11;12;Robin Dutt;4-3-1-2;4441
12;13;Robin Dutt;4-3-1-2;4441
13;14;Robin Dutt;4-3-1-2;4441
14;15;Robin Dutt;4-3-1-2;4441
15;16;Robin Dutt;4-3-1-2;4441
16;17;Robin Dutt;4-3-1-2;4441
17;18;Robin Dutt;4-3-1-2;4441
18;19;Robin Dutt;4-3-1-2;4441
19;20;Robin Dutt;4-3-1-2;4441
20;21;Robin Dutt;4-3-1-2;4441
21;22;Robin Dutt;4-3-1-2;4441
22;23;Robin Dutt;4-3-1-2;4441
23;24;Robin Dutt;4-3-1-2;4441
24;25;Robin Dutt;4-3-1-2;4441
25;26;Robin Dutt;4-3-1-2;4441
26;27;Robin Dutt;4-3-1-2;4441
27;28;Robin Dutt;4-3-1-2;4441
28;29;Robin Dutt;4-3-1-2;4441
29;30;Robin Dutt;4-3-1-2;4441
30;31;Robin Dutt;4-3-1-2;4441
31;32;Robin Dutt;4-3-1-2;4441
