;jor;coach;system;teamid
0;1;Luka Elsner;4-4-2;601
1;2;Luka Elsner;4-4-2;601
2;3;Luka Elsner;4-4-2;601
3;4;Luka Elsner;5-4-1;601
4;5;Luka Elsner;4-4-2;601
5;6;Luka Elsner;4-4-2;601
6;7;Luka Elsner;4-3-3;601
7;8;Luka Elsner;4-5-1;601
8;9;Luka Elsner;4-4-2;601
9;10;Luka Elsner;4-3-3;601
10;11;Karim Belhocine;4-3-3;601
11;12;Karim Belhocine;4-2-3-1;601
12;13;Karim Belhocine;4-5-1;601
13;14;Karim Belhocine;4-2-3-1;601
14;15;Karim Belhocine;4-2-3-1;601
15;16;Karim Belhocine;4-5-1;601
16;17;Karim Belhocine;4-2-3-1;601
17;18;Karim Belhocine;4-2-3-1;601
18;19;Karim Belhocine;4-3-3;601
19;20;Karim Belhocine;4-2-3-1;601
20;21;Karim Belhocine;4-3-1-2;601
21;22;Karim Belhocine;4-3-3;601
22;23;Karim Belhocine;4-3-3;601
23;24;Karim Belhocine;4-2-3-1;601
24;25;Karim Belhocine;4-2-3-1;601
25;26;Karim Belhocine;4-2-3-1;601
26;27;Karim Belhocine;4-5-1;601
27;28;Karim Belhocine;4-4-2;601
28;29;Karim Belhocine;4-4-2;601
29;30;Karim Belhocine;4-4-2;601
30;31;Karim Belhocine;4-2-3-1;601
31;32;Karim Belhocine;4-2-3-1;601
32;33;Karim Belhocine;4-3-3;601
33;34;Karim Belhocine;4-5-1;601
