;jor;coach;system;teamid
0;1;Paco López;4-4-2;3368
1;2;Paco López;4-3-3;3368
2;3;Paco López;4-4-2;3368
3;4;Paco López;4-3-3;3368
4;5;Paco López;5-3-2;3368
5;6;Paco López;3-5-2;3368
6;7;Paco López;4-4-2;3368
7;8;Paco López;4-3-3;3368
8;9;Javier Pereira;4-1-4-1;3368
9;10;Javier Pereira;4-1-4-1;3368
10;11;Javier Pereira;5-3-2;3368
11;12;Javier Pereira;3-1-4-2;3368
12;13;Javier Pereira;4-3-3;3368
13;14;Javier Pereira;4-3-3;3368
14;15;Javier Pereira;4-1-4-1;3368
15;16;Alessio Lisci;4-3-3;3368
16;17;Alessio Lisci;4-4-2;3368
17;18;Alessio Lisci;4-4-2;3368
18;19;Alessio Lisci;4-1-4-1;3368
19;20;Alessio Lisci;5-3-2;3368
20;21;Alessio Lisci;5-3-2;3368
21;22;Alessio Lisci;4-4-2;3368
22;23;Alessio Lisci;3-4-3;3368
23;24;Alessio Lisci;5-4-1;3368
24;25;Alessio Lisci;5-4-1;3368
25;26;Alessio Lisci;4-3-3;3368
26;27;Alessio Lisci;5-4-1;3368
27;28;Alessio Lisci;5-4-1;3368
28;29;Alessio Lisci;5-3-2;3368
29;30;Alessio Lisci;5-3-2;3368
30;31;Alessio Lisci;5-3-2;3368
31;32;Alessio Lisci;5-3-2;3368
32;33;Alessio Lisci;5-3-2;3368
33;34;Alessio Lisci;5-3-2;3368
34;35;Alessio Lisci;5-3-2;3368
35;36;Alessio Lisci;5-3-2;3368
36;37;Alessio Lisci;4-2-3-1;3368
37;38;Alessio Lisci;4-4-2;3368
