;jor;coach;system;teamid
0;1;Diego Martínez;4-2-3-1;11831
1;2;Diego Martínez;4-3-3;11831
2;3;Diego Martínez;4-2-3-1;11831
3;4;Diego Martínez;4-2-3-1;11831
4;5;Diego Martínez;4-2-3-1;11831
5;6;Diego Martínez;4-1-4-1;11831
6;7;Diego Martínez;4-1-4-1;11831
7;8;Diego Martínez;3-4-3;11831
8;9;Diego Martínez;4-2-3-1;11831
9;10;Diego Martínez;4-2-3-1;11831
10;11;Diego Martínez;4-4-2;11831
11;12;Diego Martínez;4-4-2;11831
12;13;Diego Martínez;4-2-3-1;11831
13;14;Diego Martínez;4-2-3-1;11831
14;15;Diego Martínez;4-2-3-1;11831
15;16;Diego Martínez;4-4-2;11831
16;17;Diego Martínez;4-3-3;11831
17;18;Diego Martínez;4-4-2;11831
18;19;Diego Martínez;4-2-3-1;11831
19;20;Diego Martínez;4-2-3-1;11831
20;21;Diego Martínez;4-3-3;11831
21;22;Diego Martínez;4-3-3;11831
22;23;Diego Martínez;4-3-3;11831
23;24;Diego Martínez;4-2-3-1;11831
24;25;Diego Martínez;4-2-3-1;11831
25;26;Diego Martínez;4-2-3-1;11831
26;27;Diego Martínez;4-2-3-1;11831
