;jor;coach;system;teamid
0;1;Pedro Caixinha;4-4-2;3938
1;2;Pedro Caixinha;4-4-2;3938
2;3;Pedro Caixinha;4-3-1-2;3938
3;4;Pedro Caixinha;4-3-1-2;3938
4;5;Pedro Caixinha;4-2-3-1;3938
5;6;Pedro Caixinha;4-2-3-1;3938
6;7;Pedro Caixinha;4-2-3-1;3938
7;8;Pedro Caixinha;4-2-3-1;3938
8;9;Pedro Caixinha;4-4-1-1;3938
9;10;Pedro Caixinha;4-2-3-1;3938
10;11;Javier Gandolfi;4-2-3-1;3938
11;12;Pedro Caixinha;4-4-2;3938
12;13;Pedro Caixinha;4-2-3-1;3938
13;14;Pedro Caixinha;4-2-3-1;3938
14;15;Pedro Caixinha;4-2-3-1;3938
15;16;Pedro Caixinha;4-2-3-1;3938
16;17;Pedro Caixinha;4-2-3-1;3938
17;18;Javier Gandolfi;4-2-3-1;3938
18;19;Javier Gandolfi;4-2-3-1;3938
19;20;Javier Gandolfi;4-2-3-1;3938
20;21;Javier Gandolfi;4-2-3-1;3938
21;22;Javier Gandolfi;4-2-3-1;3938
22;23;Javier Gandolfi;4-1-4-1;3938
23;24;Javier Gandolfi;4-2-3-1;3938
24;25;Javier Gandolfi;4-2-3-1;3938
25;26;Javier Gandolfi;4-2-3-1;3938
26;27;Javier Gandolfi;4-2-3-1;3938
