;jor;coach;system;teamid
0;1;Steffen Baumgart;4-1-3-2;3
1;2;Steffen Baumgart;4-1-3-2;3
2;3;Steffen Baumgart;4-1-3-2;3
3;4;Steffen Baumgart;4-4-2;3
4;5;Steffen Baumgart;4-4-2;3
5;6;Steffen Baumgart;4-1-3-2;3
6;7;Steffen Baumgart;4-1-3-2;3
7;8;Steffen Baumgart;4-1-3-2;3
8;9;Steffen Baumgart;4-1-3-2;3
9;10;Steffen Baumgart;4-3-3;3
10;11;Steffen Baumgart;4-2-3-1;3
11;12;Steffen Baumgart;4-2-3-1;3
12;13;Steffen Baumgart;4-2-3-1;3
13;14;Steffen Baumgart;4-4-2;3
14;15;Steffen Baumgart;4-1-3-2;3
15;16;Steffen Baumgart;4-1-3-2;3
16;17;Steffen Baumgart;4-4-2;3
17;18;Steffen Baumgart;4-1-3-2;3
18;19;Steffen Baumgart;4-1-3-2;3
19;20;Steffen Baumgart;4-1-3-2;3
20;21;Steffen Baumgart;4-1-3-2;3
21;22;Steffen Baumgart;4-2-3-1;3
22;23;Steffen Baumgart;4-2-3-1;3
23;24;Steffen Baumgart;4-2-3-1;3
24;25;Steffen Baumgart;4-2-3-1;3
25;26;Steffen Baumgart;4-4-2;3
26;27;Steffen Baumgart;4-1-3-2;3
27;28;Steffen Baumgart;4-2-3-1;3
28;29;Steffen Baumgart;4-2-3-1;3
29;30;Steffen Baumgart;4-2-3-1;3
30;31;Steffen Baumgart;4-2-3-1;3
31;32;Steffen Baumgart;4-4-2;3
32;33;Steffen Baumgart;4-2-3-1;3
33;34;Steffen Baumgart;4-2-3-1;3
