;jor;coach;system;teamid
0;1;Oliver Glasner;3-4-2-1;24
1;2;Oliver Glasner;4-2-3-1;24
2;3;Oliver Glasner;4-2-3-1;24
3;4;Oliver Glasner;4-2-3-1;24
4;5;Oliver Glasner;4-2-3-1;24
5;6;Oliver Glasner;4-4-2;24
6;7;Oliver Glasner;5-4-1;24
7;8;Oliver Glasner;3-4-1-2;24
8;9;Oliver Glasner;3-4-1-2;24
9;10;Oliver Glasner;5-3-2;24
10;11;Oliver Glasner;3-4-2-1;24
11;12;Oliver Glasner;3-4-2-1;24
12;13;Oliver Glasner;3-4-2-1;24
13;14;Oliver Glasner;3-4-2-1;24
14;15;Oliver Glasner;3-4-2-1;24
15;16;Oliver Glasner;3-4-2-1;24
16;17;Oliver Glasner;3-4-2-1;24
17;18;Oliver Glasner;3-4-2-1;24
18;19;Oliver Glasner;3-4-2-1;24
19;20;Oliver Glasner;3-4-2-1;24
20;21;Oliver Glasner;3-5-2;24
21;22;Oliver Glasner;3-4-2-1;24
22;23;Oliver Glasner;3-5-2;24
23;24;Oliver Glasner;5-4-1;24
24;25;Oliver Glasner;3-4-2-1;24
25;26;Oliver Glasner;3-4-2-1;24
26;27;Oliver Glasner;3-5-2;24
27;28;Oliver Glasner;3-4-2-1;24
28;29;Oliver Glasner;3-4-2-1;24
29;30;Oliver Glasner;3-4-2-1;24
30;31;Oliver Glasner;3-4-2-1;24
31;32;Oliver Glasner;3-4-1-2;24
32;33;Oliver Glasner;3-4-1-2;24
33;34;Oliver Glasner;3-4-2-1;24
