;jor;coach;system;teamid
0;1;Mauricio Pochettino;4-4-2;583
1;2;Mauricio Pochettino;4-3-1-2;583
2;3;Mauricio Pochettino;4-3-1-2;583
3;4;Mauricio Pochettino;4-3-3;583
4;5;Mauricio Pochettino;4-3-3;583
5;6;Mauricio Pochettino;4-2-3-1;583
6;7;Mauricio Pochettino;4-3-1-2;583
7;8;Mauricio Pochettino;4-3-3;583
8;9;Mauricio Pochettino;4-2-3-1;583
9;10;Mauricio Pochettino;4-3-3;583
10;11;Mauricio Pochettino;4-2-3-1;583
11;12;Mauricio Pochettino;4-3-3;583
12;13;Mauricio Pochettino;4-3-3;583
13;14;Mauricio Pochettino;4-3-3;583
14;15;Mauricio Pochettino;4-2-3-1;583
15;16;Mauricio Pochettino;4-3-3;583
16;17;Mauricio Pochettino;4-3-3;583
17;18;Mauricio Pochettino;4-3-3;583
18;19;Mauricio Pochettino;4-4-2;583
19;20;Mauricio Pochettino;4-3-3;583
20;21;Mauricio Pochettino;4-3-3;583
21;22;Mauricio Pochettino;4-3-3;583
22;23;Mauricio Pochettino;4-3-3;583
23;24;Mauricio Pochettino;4-3-3;583
24;25;Mauricio Pochettino;4-3-3;583
25;26;Mauricio Pochettino;4-3-3;583
26;27;Mauricio Pochettino;4-3-3;583
27;28;Mauricio Pochettino;4-3-3;583
28;29;Mauricio Pochettino;4-1-4-1;583
29;30;Mauricio Pochettino;4-3-3;583
30;31;Mauricio Pochettino;4-3-3;583
31;32;Mauricio Pochettino;4-3-3;583
32;33;Mauricio Pochettino;3-5-2;583
33;34;Mauricio Pochettino;3-4-3;583
34;35;Mauricio Pochettino;3-4-3;583
35;36;Mauricio Pochettino;4-2-3-1;583
36;37;Mauricio Pochettino;4-3-3;583
37;38;Mauricio Pochettino;4-2-3-1;583
