;jor;coach;system;teamid
0;1;Leonardo Semplici;3-5-2;1390
1;2;Leonardo Semplici;3-5-2;1390
2;3;Leonardo Semplici;3-5-2;1390
3;4;Walter Mazzarri;4-4-2;1390
4;5;Walter Mazzarri;4-4-2;1390
5;6;Walter Mazzarri;4-4-1-1;1390
6;7;Walter Mazzarri;4-4-2;1390
7;8;Walter Mazzarri;4-4-2;1390
8;9;Walter Mazzarri;4-4-2;1390
9;10;Walter Mazzarri;4-4-2;1390
10;11;Walter Mazzarri;4-4-2;1390
11;12;Walter Mazzarri;4-4-1-1;1390
12;13;Walter Mazzarri;4-4-2;1390
13;14;Walter Mazzarri;3-5-2;1390
14;15;Walter Mazzarri;4-4-2;1390
15;16;Walter Mazzarri;3-5-2;1390
16;17;Walter Mazzarri;3-5-2;1390
17;18;Walter Mazzarri;3-5-2;1390
18;19;Walter Mazzarri;4-4-1-1;1390
19;20;Walter Mazzarri;3-5-2;1390
20;21;Walter Mazzarri;3-5-2;1390
21;22;Walter Mazzarri;3-4-1-2;1390
22;23;Walter Mazzarri;3-5-2;1390
23;24;Walter Mazzarri;5-4-1;1390
24;25;Walter Mazzarri;3-5-2;1390
25;26;Walter Mazzarri;3-4-2-1;1390
26;27;Walter Mazzarri;3-5-2;1390
27;28;Walter Mazzarri;3-5-2;1390
28;29;Walter Mazzarri;3-5-2;1390
29;30;Walter Mazzarri;3-5-2;1390
30;31;Walter Mazzarri;3-4-2-1;1390
31;32;Walter Mazzarri;3-5-2;1390
32;33;Walter Mazzarri;3-5-2;1390
33;34;Walter Mazzarri;3-5-2;1390
34;35;Walter Mazzarri;3-5-2;1390
35;36;Alessandro Agostini;3-5-2;1390
36;37;Alessandro Agostini;4-3-1-2;1390
37;38;Alessandro Agostini;3-5-2;1390
