;jor;coach;system;teamid
0;1;Lukas Kwasniok;4-2-3-1;127
1;2;Lukas Kwasniok;4-2-3-1;127
2;3;Lukas Kwasniok;4-3-1-2;127
3;4;Lukas Kwasniok;3-4-1-2;127
4;5;Lukas Kwasniok;4-3-1-2;127
5;6;Lukas Kwasniok;4-4-2;127
6;7;Lukas Kwasniok;4-4-2;127
7;8;Lukas Kwasniok;4-3-1-2;127
8;9;Lukas Kwasniok;4-3-1-2;127
9;10;Lukas Kwasniok;4-3-1-2;127
10;11;Lukas Kwasniok;4-4-2;127
11;12;Lukas Kwasniok;4-4-2;127
12;13;Lukas Kwasniok;4-4-2;127
13;14;Lukas Kwasniok;3-4-1-2;127
14;15;Lukas Kwasniok;4-4-2;127
15;16;Lukas Kwasniok;3-4-1-2;127
16;17;Lukas Kwasniok;3-4-1-2;127
17;18;Lukas Kwasniok;3-4-1-2;127
18;19;Lukas Kwasniok;4-4-2;127
19;20;Lukas Kwasniok;4-4-2;127
20;21;Lukas Kwasniok;4-2-3-1;127
21;22;Lukas Kwasniok;4-4-2;127
22;23;Lukas Kwasniok;4-2-3-1;127
23;24;Lukas Kwasniok;3-1-4-2;127
24;25;Lukas Kwasniok;4-2-3-1;127
25;26;Lukas Kwasniok;4-2-3-1;127
26;27;Lukas Kwasniok;4-4-2;127
27;28;Lukas Kwasniok;5-4-1;127
28;29;Lukas Kwasniok;5-3-2;127
29;30;Lukas Kwasniok;4-2-3-1;127
30;31;Lukas Kwasniok;3-4-1-2;127
31;32;Lukas Kwasniok;4-2-3-1;127
32;33;Lukas Kwasniok;3-4-3;127
33;34;Lukas Kwasniok;4-2-3-1;127
