;jor;coach;system;teamid
0;1;Matthias Jaissle;4-3-1-2;409
1;2;Matthias Jaissle;4-3-1-2;409
2;3;Matthias Jaissle;4-3-1-2;409
3;4;Matthias Jaissle;4-3-1-2;409
4;5;Matthias Jaissle;4-3-1-2;409
5;6;Matthias Jaissle;4-3-1-2;409
6;7;Matthias Jaissle;4-4-2;409
7;8;Matthias Jaissle;4-4-2;409
8;9;Matthias Jaissle;4-3-1-2;409
9;10;Matthias Jaissle;4-3-1-2;409
10;11;Matthias Jaissle;4-3-1-2;409
11;12;Matthias Jaissle;4-3-1-2;409
12;13;Matthias Jaissle;4-3-1-2;409
13;14;Matthias Jaissle;4-3-1-2;409
14;15;Matthias Jaissle;4-3-1-2;409
15;16;Matthias Jaissle;4-4-2;409
16;17;Matthias Jaissle;4-3-1-2;409
17;18;Matthias Jaissle;4-4-2;409
18;19;Matthias Jaissle;4-3-1-2;409
19;20;Matthias Jaissle;4-3-1-2;409
20;21;Matthias Jaissle;4-4-2;409
21;22;Matthias Jaissle;4-3-1-2;409
22;23;Matthias Jaissle;4-4-2;409
23;24;Matthias Jaissle;4-3-1-2;409
24;25;Matthias Jaissle;4-3-1-2;409
25;26;Matthias Jaissle;4-3-1-2;409
26;27;Matthias Jaissle;4-3-1-2;409
27;28;Matthias Jaissle;4-3-1-2;409
28;29;Matthias Jaissle;4-3-1-2;409
29;30;Matthias Jaissle;4-3-1-2;409
30;31;Matthias Jaissle;3-4-1-2;409
31;32;Matthias Jaissle;4-3-1-2;409
