;jor;coach;system;teamid
0;1;Tony Mowbray;4-3-3;164
1;2;Tony Mowbray;4-2-3-1;164
2;3;Tony Mowbray;4-2-3-1;164
3;4;Tony Mowbray;4-2-3-1;164
4;5;Tony Mowbray;4-2-3-1;164
5;6;Tony Mowbray;4-2-3-1;164
6;7;Tony Mowbray;4-2-3-1;164
7;8;Tony Mowbray;4-2-3-1;164
8;9;Tony Mowbray;4-2-3-1;164
9;10;Tony Mowbray;4-2-3-1;164
10;11;Tony Mowbray;4-2-3-1;164
11;12;Tony Mowbray;3-5-2;164
12;13;Tony Mowbray;3-5-2;164
13;14;Tony Mowbray;4-1-4-1;164
14;15;Tony Mowbray;4-3-3;164
15;16;Tony Mowbray;4-3-3;164
16;17;Tony Mowbray;4-2-3-1;164
17;18;Tony Mowbray;4-3-3;164
18;19;Tony Mowbray;3-4-1-2;164
19;20;Tony Mowbray;3-5-2;164
20;21;Tony Mowbray;3-4-1-2;164
21;22;Tony Mowbray;3-4-1-2;164
22;23;Tony Mowbray;3-4-1-2;164
23;24;Tony Mowbray;3-4-3;164
24;25;Tony Mowbray;3-4-1-2;164
25;26;Tony Mowbray;3-5-2;164
26;27;Tony Mowbray;5-3-2;164
27;28;Tony Mowbray;3-4-1-2;164
28;29;Tony Mowbray;3-4-1-2;164
29;30;Tony Mowbray;3-4-3;164
30;31;Tony Mowbray;3-5-2;164
31;32;Tony Mowbray;3-4-1-2;164
32;33;Tony Mowbray;5-4-1;164
33;34;Tony Mowbray;3-4-1-2;164
34;35;Tony Mowbray;3-4-3;164
35;36;Tony Mowbray;5-4-1;164
36;37;Tony Mowbray;3-4-3;164
37;38;Tony Mowbray;3-4-1-2;164
38;39;Tony Mowbray;3-4-1-2;164
39;40;Tony Mowbray;5-3-2;164
40;41;Tony Mowbray;3-4-1-2;164
41;42;Tony Mowbray;3-4-1-2;164
42;43;Tony Mowbray;3-4-1-2;164
43;44;Tony Mowbray;4-2-3-1;164
44;45;Tony Mowbray;4-2-3-1;164
45;46;Tony Mowbray;4-2-3-1;164
