;jor;coach;system;teamid
0;1;Marcelo Gallardo;4-3-3;209
1;2;Marcelo Gallardo;4-3-3;209
2;3;Marcelo Gallardo;4-3-3;209
3;4;Marcelo Gallardo;4-4-2;209
4;5;Marcelo Gallardo;4-4-2;209
5;6;Marcelo Gallardo;4-3-3;209
6;7;Marcelo Gallardo;4-4-2;209
7;8;Marcelo Gallardo;4-3-3;209
8;9;Marcelo Gallardo;4-3-3;209
9;10;Marcelo Gallardo;4-3-3;209
10;11;Marcelo Gallardo;4-4-2;209
11;12;Marcelo Gallardo;4-3-3;209
12;13;Marcelo Gallardo;4-3-3;209
13;14;Marcelo Gallardo;4-3-3;209
14;15;Marcelo Gallardo;4-1-4-1;209
15;16;Marcelo Gallardo;4-4-2;209
16;17;Marcelo Gallardo;4-4-2;209
17;18;Marcelo Gallardo;3-5-2;209
18;19;Marcelo Gallardo;4-4-2;209
19;20;Marcelo Gallardo;4-3-3;209
20;21;Marcelo Gallardo;4-3-3;209
21;22;Marcelo Gallardo;3-4-3;209
22;23;Marcelo Gallardo;4-4-2;209
23;24;Marcelo Gallardo;4-4-2;209
24;25;Marcelo Gallardo;4-4-2;209
25;26;Marcelo Gallardo;4-1-4-1;209
26;27;Marcelo Gallardo;4-4-2;209
