;jor;coach;system;teamid
0;1;Maurizio Jacobacci;4-2-3-1;1290
1;2;Maurizio Jacobacci;4-2-3-1;1290
2;3;Maurizio Jacobacci;4-2-3-1;1290
3;4;Maurizio Jacobacci;4-4-2;1290
4;5;Maurizio Jacobacci;4-4-2;1290
5;6;Maurizio Jacobacci;4-4-2;1290
6;7;Maurizio Jacobacci;4-2-3-1;1290
7;8;Maurizio Jacobacci;5-3-2;1290
8;9;Maurizio Jacobacci;4-2-3-1;1290
9;10;Maurizio Jacobacci;4-2-3-1;1290
10;11;Maurizio Jacobacci;3-5-2;1290
11;12;Maurizio Jacobacci;3-4-2-1;1290
12;13;Maurizio Jacobacci;3-4-2-1;1290
13;14;Maurizio Jacobacci;3-4-2-1;1290
14;15;Maurizio Jacobacci;3-4-2-1;1290
15;16;Maurizio Jacobacci;3-4-2-1;1290
16;17;Maurizio Jacobacci;3-4-2-1;1290
17;18;Maurizio Jacobacci;3-1-4-2;1290
18;19;Frédéric Guéguen;4-4-2;1290
19;20;Vincent Hognon;4-2-3-1;1290
20;21;Vincent Hognon;4-2-3-1;1290
21;22;Vincent Hognon;4-3-3;1290
22;23;Vincent Hognon;4-3-3;1290
23;24;Vincent Hognon;4-3-3;1290
24;25;Vincent Hognon;4-3-3;1290
25;26;Vincent Hognon;4-3-3;1290
26;27;Vincent Hognon;3-5-2;1290
27;28;Vincent Hognon;3-4-1-2;1290
28;29;Vincent Hognon;4-3-3;1290
29;30;Vincent Hognon;4-1-4-1;1290
30;31;Vincent Hognon;3-1-4-2;1290
31;32;Vincent Hognon;3-4-1-2;1290
32;33;Vincent Hognon;3-4-1-2;1290
33;34;Vincent Hognon;5-4-1;1290
34;35;Vincent Hognon;3-4-3;1290
35;36;Vincent Hognon;3-4-3;1290
36;37;Vincent Hognon;4-4-2;1290
37;38;Vincent Hognon;4-1-4-1;1290
