;jor;coach;system;teamid
0;1;Peter Zeidler;4-4-2;257
1;2;Peter Zeidler;4-4-2;257
2;3;Peter Zeidler;4-4-2;257
3;4;Peter Zeidler;4-4-2;257
4;5;Peter Zeidler;4-4-2;257
5;6;Peter Zeidler;4-4-2;257
6;7;Peter Zeidler;4-3-3;257
7;8;Peter Zeidler;4-4-2;257
8;9;Peter Zeidler;4-4-2;257
9;10;Peter Zeidler;4-4-2;257
10;11;Peter Zeidler;4-4-2;257
11;12;Peter Zeidler;4-4-2;257
12;13;Peter Zeidler;4-4-2;257
13;14;Peter Zeidler;4-4-2;257
14;15;Peter Zeidler;4-4-2;257
15;16;Peter Zeidler;4-4-2;257
16;17;Peter Zeidler;4-4-2;257
17;18;Peter Zeidler;4-4-2;257
18;19;Peter Zeidler;4-3-3;257
19;20;Peter Zeidler;4-3-3;257
20;21;Peter Zeidler;4-4-2;257
21;22;Peter Zeidler;4-4-2;257
22;23;Peter Zeidler;4-4-2;257
23;24;Peter Zeidler;4-3-3;257
24;25;Peter Zeidler;4-3-3;257
25;26;Peter Zeidler;4-3-3;257
26;27;Peter Zeidler;4-3-3;257
27;28;Peter Zeidler;4-4-2;257
28;29;Peter Zeidler;4-3-3;257
29;30;Peter Zeidler;4-4-2;257
30;31;Peter Zeidler;4-3-3;257
31;32;Peter Zeidler;4-4-2;257
32;33;Peter Zeidler;4-3-3;257
33;34;Peter Zeidler;4-3-3;257
34;35;Peter Zeidler;4-3-3;257
35;36;Peter Zeidler;4-3-3;257
