;jor;coach;system;teamid
0;1;Antoni Zdravkov;4-2-3-1;55555
1;2;Antoni Zdravkov;4-2-3-1;55555
2;3;Antoni Zdravkov;4-2-3-1;55555
3;4;Antoni Zdravkov;4-2-3-1;55555
4;5;Antoni Zdravkov;4-2-3-1;55555
5;6;Antoni Zdravkov;4-2-3-1;55555
6;7;Antoni Zdravkov;4-2-3-1;55555
7;8;Antoni Zdravkov;4-2-3-1;55555
8;9;Antoni Zdravkov;4-3-3;55555
9;10;Antoni Zdravkov;4-2-3-1;55555
10;11;Lyuboslav Penev;4-4-2;55555
11;12;Lyuboslav Penev;4-4-2;55555
12;13;Lyuboslav Penev;4-4-2;55555
13;14;Lyuboslav Penev;4-2-3-1;55555
14;15;Lyuboslav Penev;4-2-3-1;55555
15;16;Lyuboslav Penev;4-2-3-1;55555
16;17;Lyuboslav Penev;4-2-3-1;55555
17;18;Lyuboslav Penev;4-2-3-1;55555
18;19;Lyuboslav Penev;4-2-3-1;55555
19;20;Andrea Sassarini;4-2-3-1;55555
20;21;Andrea Sassarini;4-2-3-1;55555
21;22;Andrea Sassarini;4-2-3-1;55555
22;23;Stefano Maccoppi;4-4-2;55555
23;24;Stefano Maccoppi;4-4-2;55555
24;25;Stefano Maccoppi;4-2-3-1;55555
25;26;Stefano Maccoppi;4-1-4-1;55555
