;jor;coach;system;teamid
0;1;Francesco Modesto;3-4-2-1;4083
1;2;Francesco Modesto;3-4-3;4083
2;3;Francesco Modesto;3-4-2-1;4083
3;4;Francesco Modesto;3-4-2-1;4083
4;5;Francesco Modesto;3-4-2-1;4083
5;6;Francesco Modesto;3-4-2-1;4083
6;7;Francesco Modesto;3-4-3;4083
7;8;Francesco Modesto;3-4-1-2;4083
8;9;Francesco Modesto;3-4-1-2;4083
9;10;Francesco Modesto;3-4-1-2;4083
10;11;Pasquale Marino;3-5-2;4083
11;12;Pasquale Marino;4-2-3-1;4083
12;13;Pasquale Marino;4-3-3;4083
13;14;Pasquale Marino;4-3-3;4083
14;15;Pasquale Marino;4-3-3;4083
15;16;Pasquale Marino;4-4-2;4083
16;17;Pasquale Marino;3-5-2;4083
17;18;Francesco Modesto;3-4-3;4083
18;19;Francesco Modesto;3-4-2-1;4083
19;20;Francesco Modesto;3-4-2-1;4083
20;21;Francesco Modesto;3-4-2-1;4083
21;22;Francesco Modesto;3-4-2-1;4083
22;23;Francesco Modesto;3-4-2-1;4083
23;24;Francesco Modesto;3-4-2-1;4083
24;25;Francesco Modesto;3-4-2-1;4083
25;26;Francesco Modesto;3-4-2-1;4083
26;27;Francesco Modesto;4-3-2-1;4083
27;28;Francesco Modesto;3-4-2-1;4083
28;29;Francesco Modesto;4-3-2-1;4083
29;30;Francesco Modesto;3-4-1-2;4083
30;31;Francesco Modesto;3-5-2;4083
31;32;Francesco Modesto;3-4-2-1;4083
32;33;Francesco Modesto;3-4-3;4083
33;34;Francesco Modesto;3-4-2-1;4083
34;35;Francesco Modesto;3-4-2-1;4083
35;36;Francesco Modesto;3-4-2-1;4083
36;37;Francesco Modesto;3-4-2-1;4083
37;38;Francesco Modesto;3-4-1-2;4083
