;jor;coach;system;teamid
0;1;Tam Courts;3-5-2;1519
1;2;Tam Courts;4-3-3;1519
2;3;Tam Courts;4-4-2;1519
3;4;Tam Courts;4-4-2;1519
4;5;Tam Courts;4-3-3;1519
5;6;Tam Courts;4-3-3;1519
6;7;Tam Courts;4-3-3;1519
7;8;Tam Courts;4-3-3;1519
8;9;Tam Courts;4-3-3;1519
9;10;Tam Courts;4-3-3;1519
10;11;Tam Courts;4-5-1;1519
11;12;Tam Courts;4-3-3;1519
12;13;Tam Courts;4-3-3;1519
13;14;Tam Courts;4-5-1;1519
14;15;Tam Courts;4-4-2;1519
15;16;Tam Courts;4-4-1-1;1519
16;17;Tam Courts;4-3-3;1519
17;18;Tam Courts;4-4-1-1;1519
18;19;Tam Courts;5-4-1;1519
19;20;Tam Courts;3-5-2;1519
20;21;Tam Courts;4-3-3;1519
21;22;Tam Courts;3-4-3;1519
22;23;Tam Courts;4-3-3;1519
23;24;Tam Courts;3-4-1-2;1519
24;25;Tam Courts;4-4-2;1519
25;26;Tam Courts;3-4-1-2;1519
26;27;Tam Courts;4-3-3;1519
27;28;Tam Courts;3-4-1-2;1519
28;29;Tam Courts;3-4-1-2;1519
29;30;Tam Courts;3-5-2;1519
30;31;Tam Courts;4-4-2;1519
31;32;Tam Courts;3-4-1-2;1519
32;33;Tam Courts;3-4-1-2;1519
