;jor;coach;system;teamid
0;1;Kosta Runjaic;4-1-4-1;324
1;2;Kosta Runjaic;4-3-3;324
2;3;Kosta Runjaic;4-3-3;324
3;4;Kosta Runjaic;4-1-4-1;324
4;5;Kosta Runjaic;4-4-2;324
5;6;Kosta Runjaic;4-3-3;324
6;7;Kosta Runjaic;4-3-3;324
7;8;Kosta Runjaic;4-1-4-1;324
8;9;Kosta Runjaic;4-3-3;324
9;10;Kosta Runjaic;4-3-3;324
10;11;Kosta Runjaic;4-3-3;324
11;12;Kosta Runjaic;4-3-3;324
12;13;Kosta Runjaic;4-1-4-1;324
13;14;Kosta Runjaic;4-3-3;324
14;15;Kosta Runjaic;4-1-4-1;324
15;16;Kosta Runjaic;4-3-3;324
16;17;Kosta Runjaic;4-3-3;324
17;18;Kosta Runjaic;4-3-3;324
18;19;Kosta Runjaic;4-2-3-1;324
19;20;Kosta Runjaic;4-1-4-1;324
20;21;Kosta Runjaic;4-1-4-1;324
21;22;Kosta Runjaic;4-1-4-1;324
22;23;Kosta Runjaic;4-1-4-1;324
23;24;Kosta Runjaic;4-1-4-1;324
24;25;Kosta Runjaic;4-3-3;324
25;26;Kosta Runjaic;4-1-4-1;324
26;27;Kosta Runjaic;4-1-4-1;324
27;28;Kosta Runjaic;4-3-3;324
28;29;Kosta Runjaic;4-3-3;324
29;30;Kosta Runjaic;4-3-3;324
30;31;Kosta Runjaic;4-3-3;324
31;32;Kosta Runjaic;4-3-3;324
32;33;Kosta Runjaic;4-3-3;324
33;34;Kosta Runjaic;4-1-4-1;324
