;jor;coach;system;teamid
0;1;Pellegrino Matarazzo;3-4-2-1;79
1;2;Pellegrino Matarazzo;3-4-2-1;79
2;3;Pellegrino Matarazzo;3-4-2-1;79
3;4;Pellegrino Matarazzo;3-4-2-1;79
4;5;Pellegrino Matarazzo;3-4-2-1;79
5;6;Pellegrino Matarazzo;4-2-3-1;79
6;7;Pellegrino Matarazzo;3-5-2;79
7;8;Pellegrino Matarazzo;3-5-2;79
8;9;Pellegrino Matarazzo;3-5-2;79
9;10;Pellegrino Matarazzo;3-5-2;79
10;11;Pellegrino Matarazzo;3-5-2;79
11;12;Pellegrino Matarazzo;3-5-2;79
12;13;Pellegrino Matarazzo;3-4-2-1;79
13;14;Pellegrino Matarazzo;3-5-2;79
14;15;Pellegrino Matarazzo;3-5-2;79
15;16;Pellegrino Matarazzo;3-5-2;79
16;17;Pellegrino Matarazzo;3-4-2-1;79
17;18;Pellegrino Matarazzo;3-4-2-1;79
18;19;Pellegrino Matarazzo;3-4-3;79
19;20;Pellegrino Matarazzo;3-4-3;79
20;21;Pellegrino Matarazzo;3-4-2-1;79
21;22;Pellegrino Matarazzo;4-1-4-1;79
22;23;Pellegrino Matarazzo;4-3-3;79
23;24;Pellegrino Matarazzo;4-1-4-1;79
24;25;Pellegrino Matarazzo;4-3-3;79
25;26;Pellegrino Matarazzo;4-3-3;79
26;27;Pellegrino Matarazzo;4-3-3;79
27;28;Pellegrino Matarazzo;4-3-3;79
28;29;Pellegrino Matarazzo;4-3-3;79
29;30;Pellegrino Matarazzo;4-3-3;79
30;31;Pellegrino Matarazzo;4-3-3;79
31;32;Pellegrino Matarazzo;3-4-2-1;79
32;33;Pellegrino Matarazzo;3-4-2-1;79
33;34;Pellegrino Matarazzo;4-3-3;79
