;jor;coach;system;teamid
0;1;Aleksey Shpilevski;3-3-3-1;94
1;2;Aleksey Shpilevski;3-4-1-2;94
2;3;Aleksey Shpilevski;3-4-1-2;94
3;4;Aleksey Shpilevski;3-4-1-2;94
4;5;Aleksey Shpilevski;4-3-1-2;94
5;6;Aleksey Shpilevski;4-4-2;94
6;7;Aleksey Shpilevski;4-4-2;94
7;8;Marc Hensel;5-3-2;94
8;9;Marc Hensel;4-4-2;94
9;10;Carsten Müller;4-4-2;94
10;11;Carsten Müller;4-4-2;94
11;12;Carsten Müller;4-4-2;94
12;13;Pavel Dotchev;4-4-2;94
13;14;Pavel Dotchev;4-4-2;94
14;15;Pavel Dotchev;4-4-2;94
15;16;Pavel Dotchev;4-4-2;94
16;17;Pavel Dotchev;3-1-4-2;94
17;18;Pavel Dotchev;4-2-3-1;94
18;19;Pavel Dotchev;3-1-4-2;94
19;20;Pavel Dotchev;3-1-4-2;94
20;21;Pavel Dotchev;4-2-3-1;94
21;22;Pavel Dotchev;3-4-1-2;94
22;23;Pavel Dotchev;3-4-1-2;94
23;24;Pavel Dotchev;4-2-3-1;94
24;25;Pavel Dotchev;4-2-3-1;94
25;26;Pavel Dotchev;4-2-3-1;94
26;27;Pavel Dotchev;4-2-3-1;94
27;28;Pavel Dotchev;4-2-3-1;94
28;29;Pavel Dotchev;3-4-1-2;94
29;30;Pavel Dotchev;4-2-3-1;94
30;31;Pavel Dotchev;4-2-3-1;94
31;32;Pavel Dotchev;4-2-3-1;94
32;33;Pavel Dotchev;4-1-4-1;94
33;34;Pavel Dotchev;4-2-3-1;94
