;jor;coach;system;teamid
0;1;Andrey Talalaev;4-2-3-1;3725
1;2;Andrey Talalaev;4-2-3-1;3725
2;3;Andrey Talalaev;3-4-3;3725
3;4;Andrey Talalaev;3-4-3;3725
4;5;Andrey Talalaev;3-4-3;3725
5;6;Andrey Talalaev;3-4-3;3725
6;7;Andrey Talalaev;3-4-3;3725
7;8;Andrey Talalaev;3-5-2;3725
8;9;Andrey Talalaev;4-2-3-1;3725
9;10;Andrey Talalaev;4-2-3-1;3725
10;11;Andrey Talalaev;4-4-2;3725
11;12;Andrey Talalaev;4-2-3-1;3725
12;13;Andrey Talalaev;5-4-1;3725
13;14;Andrey Talalaev;4-2-3-1;3725
14;15;Andrey Talalaev;4-2-3-1;3725
15;16;Andrey Talalaev;4-2-3-1;3725
16;17;Andrey Talalaev;4-2-3-1;3725
17;18;Andrey Talalaev;4-2-3-1;3725
18;19;Andrey Talalaev;4-2-3-1;3725
19;20;Andrey Talalaev;4-2-3-1;3725
20;21;Andrey Talalaev;4-2-3-1;3725
21;22;Andrey Talalaev;4-2-3-1;3725
22;23;Andrey Talalaev;4-2-3-1;3725
23;24;Andrey Talalaev;4-2-3-1;3725
24;25;Andrey Talalaev;4-1-4-1;3725
25;26;Andrey Talalaev;5-4-1;3725
26;27;Andrey Talalaev;4-2-3-1;3725
27;28;Andrey Talalaev;4-2-3-1;3725
28;29;Andrey Talalaev;4-2-3-1;3725
29;30;Andrey Talalaev;4-2-3-1;3725
