;jor;coach;system;teamid
0;1;Miroslav Kuljanac;4-2-3-1;485
1;2;Miroslav Kuljanac;4-2-3-1;485
2;3;Miroslav Kuljanac;4-2-3-1;485
3;4;Miroslav Kuljanac;3-5-2;485
4;5;Miroslav Kuljanac;5-4-1;485
5;6;Miroslav Kuljanac;5-4-1;485
6;7;Davor Mladina;5-4-1;485
7;8;Davor Mladina;5-4-1;485
8;9;Davor Mladina;5-4-1;485
9;10;Davor Mladina;5-4-1;485
10;11;Davor Mladina;5-4-1;485
11;12;Davor Mladina;5-3-2;485
12;13;Davor Mladina;5-3-2;485
13;14;Davor Mladina;5-4-1;485
14;15;Davor Mladina;5-4-1;485
15;16;Davor Mladina;3-4-2-1;485
16;17;Davor Mladina;3-4-1-2;485
17;18;Davor Mladina;3-4-2-1;485
18;19;Davor Mladina;3-4-3;485
19;20;Davor Mladina;5-4-1;485
20;21;Kresimir Sunara;3-4-2-1;485
21;22;Kresimir Sunara;5-4-1;485
22;23;Kresimir Sunara;5-4-1;485
23;24;Kresimir Sunara;5-4-1;485
24;25;Kresimir Sunara;3-4-3;485
25;26;Kresimir Sunara;5-3-2;485
26;27;Kresimir Sunara;3-4-2-1;485
27;28;Kresimir Sunara;5-4-1;485
28;29;Kresimir Sunara;3-4-3;485
29;30;Kresimir Sunara;3-4-3;485
30;31;Kresimir Sunara;5-4-1;485
31;32;Kresimir Sunara;4-2-3-1;485
32;33;Kresimir Sunara;3-4-1-2;485
33;34;Kresimir Sunara;3-4-3;485
34;35;Kresimir Sunara;3-4-3;485
35;36;Kresimir Sunara;3-4-2-1;485
