;jor;coach;system;teamid
0;1;Miroslav Koubek;4-2-3-1;1897
1;2;Miroslav Koubek;4-2-3-1;1897
2;3;Miroslav Koubek;4-2-3-1;1897
3;4;Miroslav Koubek;4-2-3-1;1897
4;5;Miroslav Koubek;4-2-3-1;1897
5;6;Miroslav Koubek;3-4-2-1;1897
6;7;Miroslav Koubek;3-4-3;1897
7;8;Miroslav Koubek;3-4-3;1897
8;9;Miroslav Koubek;3-4-3;1897
9;10;Miroslav Koubek;3-4-3;1897
10;11;Miroslav Koubek;3-4-3;1897
11;12;Miroslav Koubek;3-4-3;1897
12;13;Miroslav Koubek;3-4-3;1897
13;14;Miroslav Koubek;3-4-3;1897
14;15;Miroslav Koubek;3-4-3;1897
15;16;Miroslav Koubek;3-4-3;1897
16;17;Miroslav Koubek;3-4-3;1897
17;18;Miroslav Koubek;3-4-3;1897
18;19;Miroslav Koubek;5-4-1;1897
19;20;Miroslav Koubek;3-4-3;1897
20;21;Miroslav Koubek;3-4-3;1897
21;22;Miroslav Koubek;3-4-3;1897
22;23;Miroslav Koubek;3-4-3;1897
23;24;Miroslav Koubek;3-4-3;1897
24;25;Miroslav Koubek;3-4-3;1897
25;26;Miroslav Koubek;3-4-3;1897
26;27;Miroslav Koubek;3-4-3;1897
27;28;Miroslav Koubek;3-4-3;1897
28;29;Stanislav Hejkal;3-5-2;1897
29;30;Stanislav Hejkal;3-4-3;1897
