;jor;coach;system;teamid
0;1;Marco Silva;4-2-3-1;931
1;2;Marco Silva;4-2-3-1;931
2;3;Marco Silva;4-3-3;931
3;4;Marco Silva;4-1-4-1;931
4;5;Marco Silva;4-2-3-1;931
5;6;Marco Silva;4-2-3-1;931
6;7;Marco Silva;4-3-3;931
7;8;Marco Silva;4-2-3-1;931
8;9;Marco Silva;4-2-3-1;931
9;10;Marco Silva;4-2-3-1;931
10;11;Marco Silva;4-3-3;931
11;12;Marco Silva;4-2-3-1;931
12;13;Marco Silva;4-2-3-1;931
13;14;Marco Silva;4-3-3;931
14;15;Marco Silva;4-3-3;931
15;16;Marco Silva;4-2-3-1;931
16;17;Marco Silva;4-2-3-1;931
17;18;Marco Silva;4-1-4-1;931
18;19;Marco Silva;4-2-3-1;931
19;20;Marco Silva;4-2-3-1;931
20;21;Marco Silva;4-2-3-1;931
21;22;Marco Silva;4-3-3;931
22;23;Marco Silva;4-3-3;931
23;24;Marco Silva;4-2-3-1;931
24;25;Marco Silva;4-2-3-1;931
25;26;Marco Silva;4-2-3-1;931
26;27;Marco Silva;4-3-3;931
27;28;Marco Silva;4-3-3;931
28;29;Marco Silva;4-3-3;931
29;30;Marco Silva;4-2-3-1;931
30;31;Marco Silva;4-3-3;931
31;32;Marco Silva;4-2-3-1;931
32;33;Marco Silva;4-1-4-1;931
33;34;Marco Silva;4-2-3-1;931
34;35;Marco Silva;4-3-3;931
35;36;Marco Silva;4-2-3-1;931
36;37;Marco Silva;4-2-3-1;931
37;38;Marco Silva;4-2-3-1;931
38;39;Marco Silva;4-2-3-1;931
39;40;Marco Silva;4-2-3-1;931
40;41;Marco Silva;4-2-3-1;931
41;42;Marco Silva;4-1-4-1;931
42;43;Marco Silva;4-3-3;931
43;44;Marco Silva;4-2-3-1;931
44;45;Marco Silva;4-2-3-1;931
45;46;Marco Silva;4-2-3-1;931
