;jor;coach;system;teamid
0;1;Predrag Rogan;3-4-2-1;4634
1;2;Predrag Rogan;4-2-3-1;4634
2;3;Predrag Rogan;3-4-3;4634
3;4;Predrag Rogan;3-4-2-1;4634
4;5;Predrag Rogan;3-4-3;4634
5;6;Predrag Rogan;3-4-3;4634
6;7;Predrag Rogan;3-4-3;4634
7;8;Predrag Rogan;3-4-3;4634
8;9;Predrag Rogan;4-2-3-1;4634
9;10;Aleksandar Linta;4-3-3;4634
10;11;Aleksandar Linta;4-3-3;4634
11;12;Aleksandar Linta;4-3-3;4634
12;13;Aleksandar Linta;4-1-4-1;4634
13;14;Aleksandar Linta;4-3-3;4634
14;15;Aleksandar Linta;4-1-4-1;4634
15;16;Aleksandar Linta;4-1-4-1;4634
16;17;Aleksandar Linta;4-1-4-1;4634
17;18;Aleksandar Linta;4-3-3;4634
18;19;Aleksandar Linta;4-3-3;4634
19;20;Aleksandar Linta;4-3-3;4634
20;21;Aleksandar Linta;4-3-3;4634
21;22;Aleksandar Linta;4-3-3;4634
22;23;Aleksandar Linta;4-3-3;4634
23;24;Aleksandar Linta;4-3-3;4634
24;25;Aleksandar Linta;4-3-3;4634
25;26;Aleksandar Linta;3-4-3;4634
26;27;Aleksandar Linta;3-4-3;4634
27;28;Aleksandar Linta;3-4-3;4634
28;29;Aleksandar Linta;3-4-3;4634
29;30;Aleksandar Linta;4-3-3;4634
