;jor;coach;system;teamid
0;1;Ivo Vieira;4-1-3-2;3329
1;2;Ivo Vieira;4-3-3;3329
2;3;Ivo Vieira;4-2-3-1;3329
3;4;Ivo Vieira;4-3-3;3329
4;5;Ivo Vieira;4-2-3-1;3329
5;6;Ivo Vieira;4-2-3-1;3329
6;7;Ivo Vieira;4-2-3-1;3329
7;8;Ivo Vieira;4-2-3-1;3329
8;9;Ivo Vieira;4-2-3-1;3329
9;10;Ivo Vieira;4-2-3-1;3329
10;11;Ivo Vieira;4-3-3;3329
11;12;Ivo Vieira;4-2-3-1;3329
12;13;Ivo Vieira;4-2-3-1;3329
13;14;Ivo Vieira;4-1-4-1;3329
14;15;Ivo Vieira;5-4-1;3329
15;16;Rui Pedro Silva;3-4-2-1;3329
16;17;Rui Pedro Silva;3-4-2-1;3329
17;18;Rui Pedro Silva;4-4-2;3329
18;19;Rui Pedro Silva;3-4-3;3329
19;20;Rui Pedro Silva;3-4-3;3329
20;21;Rui Pedro Silva;3-4-3;3329
21;22;Rui Pedro Silva;3-4-3;3329
22;23;Rui Pedro Silva;3-5-2;3329
23;24;Rui Pedro Silva;3-4-3;3329
24;25;Rui Pedro Silva;3-4-3;3329
25;26;Rui Pedro Silva;3-4-3;3329
26;27;Rui Pedro Silva;3-4-3;3329
27;28;Rui Pedro Silva;3-4-3;3329
28;29;Rui Pedro Silva;3-4-1-2;3329
29;30;Rui Pedro Silva;3-5-2;3329
30;31;Rui Pedro Silva;3-4-3;3329
31;32;Rui Pedro Silva;3-4-3;3329
32;33;Rui Pedro Silva;3-4-3;3329
33;34;Rui Pedro Silva;3-4-3;3329
