;jor;coach;system;teamid
0;1;Patrick Rahmen;4-2-3-1;26
1;2;Patrick Rahmen;4-2-3-1;26
2;3;Patrick Rahmen;4-2-3-1;26
3;4;Patrick Rahmen;4-2-3-1;26
4;5;Patrick Rahmen;4-2-3-1;26
5;6;Patrick Rahmen;4-2-3-1;26
6;7;Patrick Rahmen;4-2-3-1;26
7;8;Patrick Rahmen;4-2-3-1;26
8;9;Patrick Rahmen;4-2-3-1;26
9;10;Patrick Rahmen;4-2-3-1;26
10;11;Patrick Rahmen;4-2-3-1;26
11;12;Patrick Rahmen;4-2-3-1;26
12;13;Patrick Rahmen;4-2-3-1;26
13;14;Patrick Rahmen;4-2-3-1;26
14;15;Patrick Rahmen;4-2-3-1;26
15;16;Patrick Rahmen;4-2-3-1;26
16;17;Patrick Rahmen;4-2-3-1;26
17;18;Patrick Rahmen;4-2-3-1;26
18;19;Patrick Rahmen;4-2-3-1;26
19;20;Patrick Rahmen;4-3-3;26
20;21;Patrick Rahmen;4-2-3-1;26
21;22;Patrick Rahmen;4-1-4-1;26
22;23;Guillermo Abascal;4-4-2;26
23;24;Guillermo Abascal;4-2-3-1;26
24;25;Guillermo Abascal;4-1-4-1;26
25;26;Guillermo Abascal;4-2-3-1;26
26;27;Guillermo Abascal;4-2-3-1;26
27;28;Guillermo Abascal;4-2-3-1;26
28;29;Guillermo Abascal;4-2-3-1;26
29;30;Guillermo Abascal;4-2-3-1;26
30;31;Guillermo Abascal;4-4-2;26
31;32;Guillermo Abascal;4-2-3-1;26
32;33;Guillermo Abascal;4-2-3-1;26
33;34;Guillermo Abascal;4-2-3-1;26
34;35;Guillermo Abascal;4-2-3-1;26
35;36;Guillermo Abascal;4-2-3-1;26
