;jor;coach;system;teamid
0;1;Ondrej Smetana;4-1-4-1;377
1;2;Ondrej Smetana;4-2-3-1;377
2;3;Ondrej Smetana;4-5-1;377
3;4;Ondrej Smetana;4-2-3-1;377
4;5;Ondrej Smetana;4-2-3-1;377
5;6;Ondrej Smetana;3-5-2;377
6;7;Ondrej Smetana;4-5-1;377
7;8;Ondrej Smetana;4-2-3-1;377
8;9;Ondrej Smetana;4-4-2;377
9;10;Ondrej Smetana;4-4-2;377
10;11;Ondrej Smetana;4-5-1;377
11;12;Ondrej Smetana;4-5-1;377
12;13;Ondrej Smetana;4-2-3-1;377
13;14;Ondrej Smetana;4-2-3-1;377
14;15;Ondrej Smetana;4-2-3-1;377
15;16;Ondrej Smetana;4-2-3-1;377
16;17;Ondrej Smetana;4-4-2;377
17;18;Ondrej Smetana;4-5-1;377
18;19;Ondrej Smetana;4-2-3-1;377
19;20;Ondrej Smetana;4-2-3-1;377
20;21;Ondrej Smetana;4-4-2;377
21;22;Ondrej Smetana;4-2-3-1;377
22;23;Ondrej Smetana;4-2-3-1;377
23;24;Ondrej Smetana;4-2-3-1;377
24;25;Ondrej Smetana;4-2-3-1;377
25;26;Ondrej Smetana;4-4-2;377
26;27;Ondrej Smetana;4-2-3-1;377
27;28;Ondrej Smetana;4-5-1;377
28;29;Tomas Galasek;4-5-1;377
29;30;Tomas Galasek;4-5-1;377
