;jor;coach;system;teamid
0;1;Darren Ferguson;4-4-2;1072
1;2;Darren Ferguson;3-5-2;1072
2;3;Darren Ferguson;5-3-2;1072
3;4;Darren Ferguson;5-3-2;1072
4;5;Darren Ferguson;3-4-1-2;1072
5;6;Darren Ferguson;3-5-2;1072
6;7;Darren Ferguson;4-4-2;1072
7;8;Darren Ferguson;4-3-3;1072
8;9;Darren Ferguson;4-3-3;1072
9;10;Darren Ferguson;4-4-1-1;1072
10;11;Darren Ferguson;4-4-2;1072
11;12;Darren Ferguson;3-4-2-1;1072
12;13;Darren Ferguson;3-4-2-1;1072
13;14;Darren Ferguson;3-4-2-1;1072
14;15;Darren Ferguson;3-4-2-1;1072
15;16;Darren Ferguson;3-4-2-1;1072
16;17;Darren Ferguson;4-4-2;1072
17;18;Darren Ferguson;3-4-1-2;1072
18;19;Darren Ferguson;3-4-1-2;1072
19;20;Darren Ferguson;3-5-2;1072
20;21;Darren Ferguson;4-4-2;1072
21;22;Darren Ferguson;4-4-2;1072
22;23;Darren Ferguson;4-3-1-2;1072
23;24;Darren Ferguson;4-1-4-1;1072
24;25;Darren Ferguson;3-4-1-2;1072
25;26;Grant McCann;3-4-1-2;1072
26;27;Darren Ferguson;4-3-1-2;1072
27;28;Darren Ferguson;3-5-2;1072
28;29;Darren Ferguson;5-3-2;1072
29;30;Grant McCann;3-4-1-2;1072
30;31;Darren Ferguson;5-3-2;1072
31;32;Darren Ferguson;4-3-3;1072
32;33;Darren Ferguson;4-2-3-1;1072
33;34;Darren Ferguson;4-1-4-1;1072
34;35;Grant McCann;3-4-1-2;1072
35;36;Grant McCann;3-4-2-1;1072
36;37;Grant McCann;3-4-1-2;1072
37;38;Grant McCann;3-4-2-1;1072
38;39;Grant McCann;3-4-1-2;1072
39;40;Grant McCann;3-4-1-2;1072
40;41;Grant McCann;4-2-3-1;1072
41;42;Grant McCann;4-3-3;1072
42;43;Grant McCann;3-4-1-2;1072
43;44;Grant McCann;4-2-3-1;1072
44;45;Grant McCann;3-4-1-2;1072
45;46;Grant McCann;3-4-1-2;1072
