;jor;coach;system;teamid
0;1;Alberto Valentim;4-2-3-1;679
1;2;Fábio Carille;4-2-3-1;679
2;3;Fábio Carille;4-2-3-1;679
3;4;Fábio Carille;5-3-2;679
4;5;Wesley Carvalho;4-2-3-1;679
5;6;Luiz Felipe Scolari;4-3-3;679
6;7;Luiz Felipe Scolari;4-2-3-1;679
7;8;Luiz Felipe Scolari;4-2-3-1;679
8;9;Luiz Felipe Scolari;4-2-3-1;679
9;10;Luiz Felipe Scolari;4-2-3-1;679
10;11;Luiz Felipe Scolari;4-2-3-1;679
11;12;Luiz Felipe Scolari;4-2-3-1;679
12;13;Luiz Felipe Scolari;4-2-3-1;679
13;14;Luiz Felipe Scolari;4-2-3-1;679
14;15;Luiz Felipe Scolari;4-2-3-1;679
15;16;Luiz Felipe Scolari;4-2-3-1;679
16;17;Luiz Felipe Scolari;4-2-3-1;679
17;18;Luiz Felipe Scolari;4-2-3-1;679
18;19;Luiz Felipe Scolari;4-2-3-1;679
19;20;Luiz Felipe Scolari;4-2-3-1;679
20;21;Luiz Felipe Scolari;4-2-3-1;679
21;22;Luiz Felipe Scolari;4-2-3-1;679
22;23;Luiz Felipe Scolari;4-2-3-1;679
23;24;Luiz Felipe Scolari;4-2-3-1;679
24;25;Luiz Felipe Scolari;4-2-3-1;679
25;26;Luiz Felipe Scolari;4-2-3-1;679
26;27;Luiz Felipe Scolari;4-2-3-1;679
27;28;Luiz Felipe Scolari;4-2-3-1;679
28;29;Luiz Felipe Scolari;4-2-3-1;679
29;30;Luiz Felipe Scolari;4-2-3-1;679
30;31;Luiz Felipe Scolari;4-2-3-1;679
31;32;Luiz Felipe Scolari;4-2-3-1;679
32;33;Luiz Felipe Scolari;4-2-3-1;679
33;34;Luiz Felipe Scolari;4-2-3-1;679
34;35;Luiz Felipe Scolari;4-4-2;679
35;36;Luiz Felipe Scolari;4-2-3-1;679
36;37;Luiz Felipe Scolari;4-2-3-1;679
37;38;Luiz Felipe Scolari;4-1-4-1;679
