;jor;coach;system;teamid
0;1;Niko Kovac;4-4-2;162
1;2;Niko Kovac;3-4-3;162
2;3;Niko Kovac;4-4-1-1;162
3;4;Niko Kovac;4-2-3-1;162
4;5;Niko Kovac;4-4-2;162
5;6;Niko Kovac;3-4-3;162
6;7;Niko Kovac;3-4-3;162
7;8;Niko Kovac;4-4-2;162
8;9;Niko Kovac;4-4-2;162
9;10;Niko Kovac;4-4-2;162
10;11;Niko Kovac;4-4-2;162
11;12;Niko Kovac;4-4-2;162
12;13;Niko Kovac;4-4-2;162
13;14;Niko Kovac;4-4-2;162
14;15;Niko Kovac;4-2-3-1;162
15;16;Niko Kovac;4-2-3-1;162
16;17;Niko Kovac;4-2-3-1;162
17;18;Niko Kovac;4-2-3-1;162
18;19;Niko Kovac;4-2-3-1;162
19;20;Philippe Clement;4-2-3-1;162
20;21;Philippe Clement;3-4-3;162
21;22;Philippe Clement;4-3-3;162
22;23;Philippe Clement;4-1-4-1;162
23;24;Philippe Clement;4-1-4-1;162
24;25;Philippe Clement;4-2-3-1;162
25;26;Philippe Clement;4-1-4-1;162
26;27;Philippe Clement;4-4-2;162
27;28;Philippe Clement;4-2-3-1;162
28;29;Philippe Clement;4-1-4-1;162
29;30;Philippe Clement;4-2-3-1;162
30;31;Philippe Clement;4-2-3-1;162
31;32;Philippe Clement;4-4-2;162
32;33;Philippe Clement;4-4-2;162
33;34;Philippe Clement;4-4-2;162
34;35;Philippe Clement;4-4-2;162
35;36;Philippe Clement;4-4-2;162
36;37;Philippe Clement;4-4-2;162
37;38;Philippe Clement;4-4-2;162
