;jor;coach;system;teamid
0;1;Kim Hellberg;3-4-3;3622
1;2;Kim Hellberg;4-3-3;3622
2;3;Kim Hellberg;4-1-3-2;3622
3;4;Kim Hellberg;4-2-3-1;3622
4;5;Kim Hellberg;4-2-3-1;3622
5;6;Kim Hellberg;4-3-3;3622
6;7;Kim Hellberg;4-2-3-1;3622
7;8;Kim Hellberg;4-3-3;3622
8;9;Kim Hellberg;4-3-3;3622
9;10;Kim Hellberg;4-2-3-1;3622
10;11;Kim Hellberg;4-2-3-1;3622
11;12;Kim Hellberg;4-2-3-1;3622
12;13;Kim Hellberg;4-2-3-1;3622
13;14;Kim Hellberg;3-4-3;3622
14;15;Kim Hellberg;4-3-3;3622
15;16;Kim Hellberg;5-3-2;3622
16;17;Kim Hellberg;4-2-3-1;3622
17;18;Kim Hellberg;4-3-3;3622
18;19;Kim Hellberg;4-3-3;3622
19;20;Kim Hellberg;4-3-3;3622
20;21;Kim Hellberg;4-3-3;3622
21;22;Kim Hellberg;4-3-3;3622
22;23;Kim Hellberg;4-3-3;3622
23;24;Kim Hellberg;4-3-3;3622
24;25;Kim Hellberg;4-3-3;3622
25;26;Kim Hellberg;4-3-3;3622
26;27;Kim Hellberg;4-3-3;3622
27;28;Kim Hellberg;4-1-4-1;3622
28;29;Kim Hellberg;4-3-3;3622
29;30;Kim Hellberg;4-3-3;3622
