;jor;coach;system;teamid
0;1;Steve Bruce;3-5-2;762
1;2;Steve Bruce;3-5-2;762
2;3;Steve Bruce;3-5-2;762
3;4;Steve Bruce;5-4-1;762
4;5;Steve Bruce;5-4-1;762
5;6;Steve Bruce;4-2-3-1;762
6;7;Steve Bruce;4-3-3;762
7;8;Steve Bruce;4-1-4-1;762
8;9;Graeme Jones;3-5-2;762
9;10;Graeme Jones;5-3-2;762
10;11;Graeme Jones;5-4-1;762
11;12;Jason Tindall;3-4-3;762
12;13;Eddie Howe;4-4-2;762
13;14;Eddie Howe;4-4-2;762
14;15;Eddie Howe;4-4-2;762
15;16;Eddie Howe;4-4-2;762
16;17;Eddie Howe;4-3-3;762
17;18;Eddie Howe;4-3-3;762
18;19;Eddie Howe;4-1-4-1;762
19;20;Eddie Howe;4-3-3;762
20;21;Eddie Howe;4-3-3;762
21;22;Eddie Howe;4-3-3;762
22;23;Eddie Howe;4-3-3;762
23;24;Eddie Howe;4-3-3;762
24;25;Eddie Howe;4-3-3;762
25;26;Eddie Howe;4-3-3;762
26;27;Eddie Howe;4-3-3;762
27;28;Eddie Howe;4-1-4-1;762
28;29;Eddie Howe;3-4-3;762
29;30;Eddie Howe;4-3-3;762
30;31;Eddie Howe;4-3-3;762
31;32;Eddie Howe;4-3-3;762
32;33;Eddie Howe;4-1-4-1;762
33;34;Eddie Howe;4-2-3-1;762
34;35;Eddie Howe;4-3-3;762
35;36;Eddie Howe;4-1-4-1;762
36;37;Eddie Howe;4-3-3;762
37;38;Eddie Howe;4-3-3;762
