;jor;coach;system;teamid
0;1;Cagdas Atan;3-4-2-1;11282
1;2;Cagdas Atan;3-4-2-1;11282
2;3;Cagdas Atan;3-4-3;11282
3;4;Bülent Korkmaz;4-2-3-1;11282
4;5;Bülent Korkmaz;4-2-3-1;11282
5;6;Bülent Korkmaz;4-2-3-1;11282
6;7;Bülent Korkmaz;4-2-3-1;11282
7;8;Bülent Korkmaz;4-2-3-1;11282
8;9;Bülent Korkmaz;4-2-3-1;11282
9;10;Bülent Korkmaz;4-2-3-1;11282
10;11;Bülent Korkmaz;4-2-3-1;11282
11;12;Bülent Korkmaz;4-2-3-1;11282
12;13;Bülent Korkmaz;4-2-3-1;11282
13;14;Bülent Korkmaz;4-2-3-1;11282
14;15;Bülent Korkmaz;4-1-4-1;11282
15;16;Bülent Korkmaz;4-2-3-1;11282
16;17;Bülent Korkmaz;4-1-4-1;11282
17;18;Bülent Korkmaz;4-1-4-1;11282
18;19;Bülent Korkmaz;4-2-3-1;11282
19;20;Daniele Cavalletto;4-1-4-1;11282
20;21;Francesco Farioli;4-2-3-1;11282
21;22;Francesco Farioli;4-1-4-1;11282
22;23;Francesco Farioli;4-1-4-1;11282
23;24;Francesco Farioli;4-1-4-1;11282
24;25;Francesco Farioli;4-1-4-1;11282
25;26;Francesco Farioli;4-1-4-1;11282
26;27;Francesco Farioli;4-1-4-1;11282
27;28;Francesco Farioli;3-4-2-1;11282
28;29;Francesco Farioli;3-4-2-1;11282
29;30;Francesco Farioli;4-1-4-1;11282
30;31;Francesco Farioli;4-1-4-1;11282
31;32;Francesco Farioli;4-1-4-1;11282
32;33;Francesco Farioli;4-1-4-1;11282
33;34;Francesco Farioli;4-1-4-1;11282
34;35;Francesco Farioli;4-1-4-1;11282
35;36;Francesco Farioli;3-4-3;11282
36;37;Francesco Farioli;4-2-3-1;11282
37;38;Francesco Farioli;4-2-3-1;11282
