;jor;coach;system;teamid
0;1;Maciej Skorza;4-2-3-1;238
1;2;Maciej Skorza;4-2-3-1;238
2;3;Maciej Skorza;4-2-3-1;238
3;4;Maciej Skorza;4-2-3-1;238
4;5;Maciej Skorza;4-2-3-1;238
5;6;Maciej Skorza;4-2-3-1;238
6;7;Maciej Skorza;4-2-3-1;238
7;8;Maciej Skorza;4-2-3-1;238
8;9;Maciej Skorza;4-2-3-1;238
9;10;Maciej Skorza;4-2-3-1;238
10;11;Maciej Skorza;4-2-3-1;238
11;12;Maciej Skorza;4-2-3-1;238
12;13;Maciej Skorza;4-2-3-1;238
13;14;Maciej Skorza;4-2-3-1;238
14;15;Maciej Skorza;4-2-3-1;238
15;16;Maciej Skorza;4-2-3-1;238
16;17;Maciej Skorza;4-2-3-1;238
17;18;Maciej Skorza;4-2-3-1;238
18;19;Maciej Skorza;4-2-3-1;238
19;20;Maciej Skorza;4-2-3-1;238
20;21;Maciej Skorza;4-2-3-1;238
21;22;Maciej Skorza;4-2-3-1;238
22;23;Maciej Skorza;4-2-3-1;238
23;24;Maciej Skorza;4-2-3-1;238
24;25;Maciej Skorza;4-2-3-1;238
25;26;Maciej Skorza;4-2-3-1;238
26;27;Maciej Skorza;4-2-3-1;238
27;28;Maciej Skorza;4-2-3-1;238
28;29;Maciej Skorza;4-2-3-1;238
29;30;Maciej Skorza;4-2-3-1;238
30;31;Maciej Skorza;4-2-3-1;238
31;32;Maciej Skorza;4-2-3-1;238
32;33;Maciej Skorza;4-2-3-1;238
33;34;Maciej Skorza;4-2-3-1;238
