;jor;coach;system;teamid
0;1;Marius Croitoru;4-3-3;8818
1;2;Marius Croitoru;4-3-3;8818
2;3;Marius Croitoru;4-2-3-1;8818
3;4;Marius Croitoru;4-3-3;8818
4;5;Marius Croitoru;4-3-3;8818
5;6;Marius Croitoru;4-3-3;8818
6;7;Marius Croitoru;4-3-3;8818
7;8;Marius Croitoru;4-3-3;8818
8;9;Marius Croitoru;4-3-3;8818
9;10;Marius Croitoru;4-3-3;8818
10;11;Marius Croitoru;4-2-3-1;8818
11;12;Marius Croitoru;4-3-3;8818
12;13;Marius Croitoru;4-3-3;8818
13;14;Marius Croitoru;4-2-3-1;8818
14;15;Marius Croitoru;4-3-3;8818
15;16;Marius Croitoru;4-2-3-1;8818
16;17;Marius Croitoru;4-3-3;8818
17;18;Marius Croitoru;4-2-3-1;8818
18;19;Marius Croitoru;4-2-3-1;8818
19;20;Marius Croitoru;4-2-3-1;8818
20;21;Marius Croitoru;4-2-3-1;8818
21;22;Marius Croitoru;4-2-3-1;8818
22;23;Marius Croitoru;5-4-1;8818
23;24;Marius Croitoru;4-2-3-1;8818
24;25;Marius Croitoru;4-3-3;8818
25;26;Marius Croitoru;4-2-3-1;8818
26;27;Marius Croitoru;4-3-3;8818
27;28;Marius Croitoru;4-3-3;8818
28;29;Marius Croitoru;4-2-3-1;8818
29;30;Marius Croitoru;4-3-3;8818
