;jor;coach;system;teamid
0;1;Ireneusz Mamrot;3-5-2;2300
1;2;Ireneusz Mamrot;3-5-2;2300
2;3;Ireneusz Mamrot;3-5-2;2300
3;4;Ireneusz Mamrot;3-4-2-1;2300
4;5;Ireneusz Mamrot;3-4-2-1;2300
5;6;Ireneusz Mamrot;3-5-2;2300
6;7;Ireneusz Mamrot;3-5-2;2300
7;8;Ireneusz Mamrot;3-5-2;2300
8;9;Ireneusz Mamrot;3-5-2;2300
9;10;Ireneusz Mamrot;3-5-2;2300
10;11;Ireneusz Mamrot;3-5-2;2300
11;12;Ireneusz Mamrot;3-5-2;2300
12;13;Ireneusz Mamrot;3-4-2-1;2300
13;14;Ireneusz Mamrot;3-4-2-1;2300
14;15;Ireneusz Mamrot;3-4-2-1;2300
15;16;Ireneusz Mamrot;5-4-1;2300
16;17;Ireneusz Mamrot;3-4-2-1;2300
17;18;Ireneusz Mamrot;3-4-2-1;2300
18;19;Ireneusz Mamrot;3-4-2-1;2300
19;20;Piotr Nowak;4-3-3;2300
20;21;Piotr Nowak;4-2-3-1;2300
21;22;Piotr Nowak;3-5-2;2300
22;23;Piotr Nowak;3-5-2;2300
23;24;Piotr Nowak;4-2-3-1;2300
24;25;Piotr Nowak;3-5-2;2300
25;26;Piotr Nowak;4-3-3;2300
26;27;Piotr Nowak;4-2-3-1;2300
27;28;Piotr Nowak;4-2-3-1;2300
28;29;Piotr Nowak;4-2-3-1;2300
29;30;Piotr Nowak;3-5-2;2300
30;31;Piotr Nowak;4-3-3;2300
31;32;Piotr Nowak;3-4-2-1;2300
32;33;Piotr Nowak;4-3-3;2300
33;34;Piotr Nowak;4-3-3;2300
