;jor;coach;system;teamid
0;1;Eduardo Barroca;4-3-3;2035
1;2;Eduardo Barroca;4-1-4-1;2035
2;3;Eduardo Barroca;4-3-3;2035
3;4;Eduardo Barroca;4-3-3;2035
4;5;Eduardo Barroca;4-3-3;2035
5;6;Eduardo Barroca;4-2-3-1;2035
6;7;Eduardo Barroca;4-3-3;2035
7;8;Eduardo Barroca;4-1-4-1;2035
8;9;Eduardo Barroca;4-3-3;2035
9;10;Eduardo Barroca;4-3-3;2035
10;11;Eduardo Barroca;4-1-4-1;2035
11;12;Eduardo Barroca;4-1-4-1;2035
12;13;Eduardo Barroca;4-1-4-1;2035
13;14;Eduardo Barroca;4-1-4-1;2035
14;15;Eduardo Barroca;4-3-3;2035
15;16;Eduardo Barroca;4-3-3;2035
16;17;Eduardo Barroca;4-1-4-1;2035
17;18;Eduardo Barroca;4-2-3-1;2035
18;19;Eduardo Barroca;4-3-3;2035
19;20;Eduardo Barroca;4-3-3;2035
20;21;Eduardo Barroca;4-2-3-1;2035
21;22;Eduardo Barroca;4-3-3;2035
22;23;Eduardo Barroca;4-3-3;2035
23;24;Eduardo Barroca;4-3-3;2035
24;25;Eduardo Barroca;4-2-3-1;2035
25;26;Eduardo Barroca;4-2-3-1;2035
26;27;Lisca;4-2-3-1;2035
27;28;Lisca;4-2-3-1;2035
28;29;Lisca;4-4-2;2035
29;30;Lisca;4-1-4-1;2035
30;31;Lisca;4-2-3-1;2035
31;32;Lisca;4-4-2;2035
32;33;Lisca;4-2-3-1;2035
33;34;Fabrício Bento;4-2-3-1;2035
34;35;Fabrício Bento;4-2-3-1;2035
35;36;Fabrício Bento;4-5-1;2035
36;37;Fabrício Bento;4-5-1;2035
37;38;0;4-5-1;2035
