;jor;coach;system;teamid
0;1;Ante Simundza;4-2-3-1;4059
1;2;Ante Simundza;3-4-1-2;4059
2;3;Ante Simundza;3-5-2;4059
3;4;Ante Simundza;4-2-3-1;4059
4;5;Ante Simundza;3-4-3;4059
5;6;Ante Simundza;4-2-3-1;4059
6;7;Ante Simundza;4-2-3-1;4059
7;8;Ante Simundza;3-4-1-2;4059
8;9;Ante Simundza;3-5-2;4059
9;10;Ante Simundza;3-5-2;4059
10;11;Ante Simundza;3-4-3;4059
11;12;Ante Simundza;3-4-1-2;4059
12;13;Ante Simundza;3-4-3;4059
13;14;Ante Simundza;3-4-3;4059
14;15;Ante Simundza;3-4-3;4059
15;16;Ante Simundza;3-4-2-1;4059
16;17;Damir Contala;3-4-2-1;4059
17;18;Ante Simundza;3-4-3;4059
18;19;Ante Simundza;3-4-3;4059
19;20;Ante Simundza;3-5-2;4059
20;21;Damir Contala;3-5-2;4059
21;22;Damir Contala;3-4-2-1;4059
22;23;Damir Contala;3-4-2-1;4059
23;24;Damir Contala;3-5-2;4059
24;25;Damir Contala;3-5-2;4059
25;26;Damir Contala;3-5-2;4059
26;27;Damir Contala;3-5-2;4059
27;28;Damir Contala;3-1-4-2;4059
28;29;Damir Contala;3-1-4-2;4059
29;30;Damir Contala;4-2-3-1;4059
30;31;Damir Contala;4-2-3-1;4059
31;32;Damir Contala;4-2-3-1;4059
32;33;Damir Contala;3-5-2;4059
33;34;Damir Contala;4-2-3-1;4059
34;35;Damir Contala;3-5-2;4059
35;36;Damir Contala;3-5-2;4059
