;jor;coach;system;teamid
0;1;Sergen Yalcin;4-1-4-1;114
1;2;Sergen Yalcin;4-1-4-1;114
2;3;Sergen Yalcin;4-2-3-1;114
3;4;Sergen Yalcin;4-2-3-1;114
4;5;Sergen Yalcin;4-1-4-1;114
5;6;Sergen Yalcin;4-1-4-1;114
6;7;Sergen Yalcin;4-1-4-1;114
7;8;Sergen Yalcin;4-1-4-1;114
8;9;Murat Sahin;4-1-4-1;114
9;10;Sergen Yalcin;4-2-3-1;114
10;11;Sergen Yalcin;4-2-3-1;114
11;12;Sergen Yalcin;4-2-3-1;114
12;13;Sergen Yalcin;4-1-4-1;114
13;14;Sergen Yalcin;4-4-2;114
14;15;Sergen Yalcin;4-1-4-1;114
15;16;Önder Karaveli;4-1-4-1;114
16;17;Önder Karaveli;4-1-4-1;114
17;18;Önder Karaveli;4-1-4-1;114
18;19;Önder Karaveli;4-2-3-1;114
19;20;Halim Okta;3-4-1-2;114
20;21;Önder Karaveli;4-2-3-1;114
21;22;Önder Karaveli;4-1-4-1;114
22;23;Önder Karaveli;4-2-3-1;114
23;24;Önder Karaveli;3-4-2-1;114
24;25;Önder Karaveli;4-2-3-1;114
25;26;Önder Karaveli;4-2-3-1;114
26;27;Önder Karaveli;4-2-3-1;114
27;28;Önder Karaveli;4-2-3-1;114
28;29;Önder Karaveli;4-2-3-1;114
29;30;Önder Karaveli;4-2-3-1;114
30;31;Valérien Ismaël;3-4-3;114
31;32;Valérien Ismaël;3-4-3;114
32;33;Valérien Ismaël;3-4-3;114
33;34;Valérien Ismaël;3-4-3;114
34;35;Valérien Ismaël;3-4-3;114
35;36;Valérien Ismaël;3-4-1-2;114
36;37;Valérien Ismaël;3-4-3;114
37;38;Valérien Ismaël;3-4-1-2;114
