;jor;coach;system;teamid
0;1;Christian Streich;3-4-3;60
1;2;Christian Streich;4-2-3-1;60
2;3;Christian Streich;4-2-3-1;60
3;4;Christian Streich;4-2-3-1;60
4;5;Christian Streich;3-4-3;60
5;6;Christian Streich;3-4-3;60
6;7;Christian Streich;3-4-3;60
7;8;Christian Streich;3-4-3;60
8;9;Christian Streich;3-4-3;60
9;10;Christian Streich;4-2-3-1;60
10;11;Christian Streich;3-4-3;60
11;12;Christian Streich;3-4-3;60
12;13;Christian Streich;4-2-3-1;60
13;14;Christian Streich;4-2-3-1;60
14;15;Christian Streich;4-4-2;60
15;16;Christian Streich;3-4-3;60
16;17;Christian Streich;4-4-2;60
17;18;Christian Streich;4-4-2;60
18;19;Christian Streich;4-2-3-1;60
19;20;Christian Streich;4-4-2;60
20;21;Christian Streich;4-4-2;60
21;22;Christian Streich;4-2-3-1;60
22;23;Christian Streich;4-2-3-1;60
23;24;Christian Streich;4-2-3-1;60
24;25;Christian Streich;3-5-2;60
25;26;Christian Streich;3-5-2;60
26;27;Christian Streich;4-4-2;60
27;28;Christian Streich;3-4-3;60
28;29;Christian Streich;4-4-2;60
29;30;Christian Streich;4-2-3-1;60
30;31;Christian Streich;4-2-3-1;60
31;32;Christian Streich;3-4-3;60
32;33;Christian Streich;4-2-3-1;60
33;34;Christian Streich;4-2-3-1;60
