;jor;coach;system;teamid
0;1;Damir Canadi;3-4-3;3551
1;2;Damir Canadi;4-4-2;3551
2;3;Damir Canadi;4-5-1;3551
3;4;Damir Canadi;4-4-2;3551
4;5;Damir Canadi;4-4-2;3551
5;6;Damir Canadi;4-4-2;3551
6;7;Damir Canadi;3-4-1-2;3551
7;8;Damir Canadi;3-4-1-2;3551
8;9;Damir Canadi;5-3-2;3551
9;10;Damir Canadi;5-3-2;3551
10;11;Damir Canadi;4-5-1;3551
11;12;Damir Canadi;4-5-1;3551
12;13;Damir Canadi;4-5-1;3551
13;14;Damir Canadi;5-3-2;3551
14;15;Damir Canadi;4-4-2;3551
15;16;Damir Canadi;4-4-2;3551
16;17;Damir Canadi;3-4-1-2;3551
17;18;Damir Canadi;4-4-2;3551
18;19;Ludovic Magnin;4-2-3-1;3551
19;20;Ludovic Magnin;4-2-3-1;3551
20;21;Ludovic Magnin;4-2-3-1;3551
21;22;Ludovic Magnin;5-3-2;3551
22;23;Manu Hervás;4-2-3-1;3551
23;24;Ludovic Magnin;5-3-2;3551
24;25;Ludovic Magnin;5-3-2;3551
25;26;Ludovic Magnin;5-3-2;3551
26;27;Ludovic Magnin;5-3-2;3551
27;28;Ludovic Magnin;5-3-2;3551
28;29;Ludovic Magnin;5-3-2;3551
29;30;Ludovic Magnin;5-3-2;3551
30;31;Ludovic Magnin;5-3-2;3551
31;32;Ludovic Magnin;5-3-2;3551
