;jor;coach;system;teamid
0;1;Graham Alexander;4-3-3;987
1;2;Graham Alexander;4-3-3;987
2;3;Graham Alexander;3-4-3;987
3;4;Graham Alexander;4-3-3;987
4;5;Graham Alexander;4-1-4-1;987
5;6;Graham Alexander;4-3-3;987
6;7;Graham Alexander;4-3-3;987
7;8;Graham Alexander;4-3-3;987
8;9;Graham Alexander;4-3-3;987
9;10;Graham Alexander;4-3-3;987
10;11;Graham Alexander;4-3-3;987
11;12;Graham Alexander;4-3-3;987
12;13;Graham Alexander;4-3-3;987
13;14;Graham Alexander;4-3-3;987
14;15;Graham Alexander;4-3-3;987
15;16;Graham Alexander;4-3-3;987
16;17;Graham Alexander;4-3-3;987
17;18;Graham Alexander;4-3-3;987
18;19;Graham Alexander;4-3-3;987
19;20;Graham Alexander;4-3-3;987
20;21;Graham Alexander;4-3-3;987
21;22;Graham Alexander;3-4-2-1;987
22;23;Graham Alexander;4-3-3;987
23;24;Graham Alexander;4-3-3;987
24;25;Graham Alexander;3-4-2-1;987
25;26;Graham Alexander;4-3-3;987
26;27;Graham Alexander;4-3-3;987
27;28;Graham Alexander;4-3-3;987
28;29;Graham Alexander;4-3-3;987
29;30;Graham Alexander;4-3-3;987
30;31;Graham Alexander;3-4-3;987
31;32;Graham Alexander;4-3-3;987
32;33;Graham Alexander;4-3-3;987
