;jor;coach;system;teamid
0;1;Ilhan Palut;4-1-4-1;2293
1;2;Ilhan Palut;4-1-4-1;2293
2;3;Ilhan Palut;4-1-4-1;2293
3;4;Ilhan Palut;4-1-4-1;2293
4;5;Ilhan Palut;4-1-4-1;2293
5;6;Ilhan Palut;4-1-4-1;2293
6;7;Ilhan Palut;4-1-4-1;2293
7;8;Ilhan Palut;4-1-4-1;2293
8;9;Ilhan Palut;4-1-4-1;2293
9;10;Ilhan Palut;4-1-4-1;2293
10;11;Ilhan Palut;4-4-2;2293
11;12;Ilhan Palut;4-1-4-1;2293
12;13;Ilhan Palut;4-1-4-1;2293
13;14;Ilhan Palut;4-2-3-1;2293
14;15;Ilhan Palut;4-1-4-1;2293
15;16;Ilhan Palut;4-2-3-1;2293
16;17;Ilhan Palut;4-2-3-1;2293
17;18;Ilhan Palut;4-2-3-1;2293
18;19;Ilhan Palut;4-2-3-1;2293
19;20;Ilhan Palut;4-2-3-1;2293
20;21;Ilhan Palut;4-1-4-1;2293
21;22;Osman Demir;4-2-3-1;2293
22;23;Ilhan Palut;4-1-4-1;2293
23;24;Ilhan Palut;4-2-3-1;2293
24;25;Ilhan Palut;4-2-3-1;2293
25;26;Osman Demir;4-2-3-1;2293
26;27;Ilhan Palut;4-1-4-1;2293
27;28;Ilhan Palut;4-2-3-1;2293
28;29;Ilhan Palut;4-2-3-1;2293
29;30;Ilhan Palut;4-2-3-1;2293
30;31;Ilhan Palut;4-2-3-1;2293
31;32;Ilhan Palut;4-2-3-1;2293
32;33;Ilhan Palut;4-2-3-1;2293
33;34;Ilhan Palut;4-2-3-1;2293
34;35;Ilhan Palut;4-2-3-1;2293
35;36;Ilhan Palut;4-2-3-1;2293
36;37;Ilhan Palut;4-2-3-1;2293
37;38;Ilhan Palut;4-2-3-1;2293
