;jor;coach;system;teamid
0;1;Yves Vanderhaeghe;3-4-3;520
1;2;Yves Vanderhaeghe;3-4-3;520
2;3;Yves Vanderhaeghe;5-3-2;520
3;4;Yves Vanderhaeghe;3-4-1-2;520
4;5;Yves Vanderhaeghe;3-4-3;520
5;6;Yves Vanderhaeghe;3-4-3;520
6;7;Yves Vanderhaeghe;3-4-3;520
7;8;Yves Vanderhaeghe;5-3-2;520
8;9;Yves Vanderhaeghe;3-5-2;520
9;10;Yves Vanderhaeghe;3-4-3;520
10;11;Yves Vanderhaeghe;3-4-1-2;520
11;12;Yves Vanderhaeghe;4-4-2;520
12;13;Yves Vanderhaeghe;4-4-2;520
13;14;Miron Muslic;4-4-2;520
14;15;Yves Vanderhaeghe;4-4-2;520
15;16;Yves Vanderhaeghe;4-4-2;520
16;17;Dominik Thalhammer;4-4-2;520
17;18;Dominik Thalhammer;4-3-3;520
18;19;Dominik Thalhammer;4-3-3;520
19;20;Dominik Thalhammer;4-3-3;520
20;21;Dominik Thalhammer;4-2-3-1;520
21;22;Dominik Thalhammer;4-5-1;520
22;23;Dominik Thalhammer;4-5-1;520
23;24;Dominik Thalhammer;4-3-3;520
24;25;Dominik Thalhammer;4-3-3;520
25;26;Dominik Thalhammer;4-3-3;520
26;27;Dominik Thalhammer;5-3-2;520
27;28;Dominik Thalhammer;4-3-3;520
28;29;Dominik Thalhammer;4-3-3;520
29;30;Dominik Thalhammer;4-2-3-1;520
30;31;Dominik Thalhammer;4-3-3;520
31;32;Dominik Thalhammer;4-3-3;520
32;33;Dominik Thalhammer;4-2-3-1;520
33;34;Dominik Thalhammer;4-2-3-1;520
