;jor;coach;system;teamid
0;1;Stefan Krämer;5-3-2;1245
1;2;Stefan Krämer;5-3-2;1245
2;3;Stefan Krämer;5-3-2;1245
3;4;Stefan Krämer;3-5-2;1245
4;5;Stefan Krämer;3-5-2;1245
5;6;Stefan Krämer;3-5-2;1245
6;7;Stefan Krämer;5-3-2;1245
7;8;Stefan Krämer;5-3-2;1245
8;9;Stefan Krämer;5-3-2;1245
9;10;Stefan Krämer;4-5-1;1245
10;11;Stefan Krämer;3-5-2;1245
11;12;Stefan Krämer;3-5-2;1245
12;13;Stefan Krämer;5-3-2;1245
13;14;Stefan Krämer;3-5-2;1245
14;15;Stefan Krämer;4-3-3;1245
15;16;Stefan Krämer;4-2-3-1;1245
16;17;Stefan Krämer;3-5-2;1245
17;18;Stefan Krämer;5-3-2;1245
18;19;Stefan Krämer;3-4-3;1245
19;20;Stefan Krämer;5-3-2;1245
20;21;Stefan Krämer;5-4-1;1245
21;22;Michael Valkanis;5-3-2;1245
22;23;Michael Valkanis;3-4-1-2;1245
23;24;Stefan Krämer;3-4-1-2;1245
24;25;Stefan Krämer;5-3-2;1245
25;26;Stefan Krämer;5-3-2;1245
26;27;Stefan Krämer;5-3-2;1245
27;28;Michael Valkanis;5-3-2;1245
28;29;Michael Valkanis;5-3-2;1245
29;30;Michael Valkanis;4-4-2;1245
30;31;Michael Valkanis;5-3-2;1245
31;32;Michael Valkanis;4-4-2;1245
32;33;Michael Valkanis;5-3-2;1245
33;34;Michael Valkanis;4-2-3-1;1245
