;jor;coach;system;teamid
0;1;Ángel López;4-2-3-1;3060
1;2;Ángel López;4-2-3-1;3060
2;3;Ángel López;4-2-3-1;3060
3;4;Georgios Paraschos;4-3-3;3060
4;5;Georgios Paraschos;3-5-2;3060
5;6;Georgios Paraschos;3-4-1-2;3060
6;7;Georgios Paraschos;3-5-2;3060
7;8;Georgios Paraschos;3-5-2;3060
8;9;Georgios Paraschos;3-4-2-1;3060
9;10;Georgios Korakakis;3-5-2;3060
10;11;Panagiotis Goutsidis;3-5-2;3060
11;12;Georgios Paraschos;3-4-2-1;3060
12;13;Georgios Paraschos;3-4-3;3060
13;14;Georgios Paraschos;3-5-2;3060
14;15;Georgios Paraschos;3-5-2;3060
15;16;Chris Coleman;4-4-2;3060
16;17;Chris Coleman;4-4-2;3060
17;18;Chris Coleman;4-3-3;3060
18;19;Chris Coleman;4-3-3;3060
19;20;Chris Coleman;4-3-3;3060
20;21;Chris Coleman;4-2-3-1;3060
21;22;Chris Coleman;4-4-2;3060
22;23;Chris Coleman;4-3-3;3060
23;24;Chris Coleman;4-4-2;3060
24;25;Chris Coleman;4-4-2;3060
25;26;Chris Coleman;4-3-2-1;3060
