;jor;coach;system;teamid
0;1;Abel Ferreira;4-3-3;1023
1;2;Abel Ferreira;4-2-3-1;1023
2;3;Abel Ferreira;4-2-3-1;1023
3;4;Abel Ferreira;4-2-3-1;1023
4;5;Abel Ferreira;4-2-3-1;1023
5;6;Abel Ferreira;4-2-3-1;1023
6;7;Abel Ferreira;4-3-3;1023
7;8;Abel Ferreira;4-2-3-1;1023
8;9;Abel Ferreira;4-2-3-1;1023
9;10;Abel Ferreira;4-2-3-1;1023
10;11;Abel Ferreira;4-2-3-1;1023
11;12;Abel Ferreira;4-2-3-1;1023
12;13;Abel Ferreira;4-2-3-1;1023
13;14;Abel Ferreira;4-2-3-1;1023
14;15;Abel Ferreira;3-4-3;1023
15;16;Abel Ferreira;4-2-3-1;1023
16;17;Abel Ferreira;4-2-3-1;1023
17;18;Abel Ferreira;4-2-3-1;1023
18;19;Abel Ferreira;4-2-3-1;1023
19;20;Abel Ferreira;4-2-3-1;1023
20;21;Abel Ferreira;4-2-3-1;1023
21;22;Abel Ferreira;4-2-3-1;1023
22;23;Abel Ferreira;4-2-3-1;1023
23;24;Abel Ferreira;4-2-3-1;1023
24;25;Abel Ferreira;4-2-3-1;1023
25;26;Abel Ferreira;4-2-3-1;1023
26;27;Abel Ferreira;4-2-3-1;1023
27;28;Abel Ferreira;3-4-1-2;1023
28;29;Abel Ferreira;4-2-3-1;1023
29;30;Abel Ferreira;4-2-3-1;1023
30;31;Abel Ferreira;4-2-3-1;1023
31;32;Abel Ferreira;4-2-3-1;1023
32;33;Abel Ferreira;4-2-3-1;1023
33;34;Abel Ferreira;4-2-3-1;1023
34;35;Abel Ferreira;4-2-3-1;1023
35;36;Abel Ferreira;4-2-3-1;1023
36;37;Abel Ferreira;4-2-3-1;1023
37;38;Abel Ferreira;4-2-3-1;1023
