;jor;coach;system;teamid
0;1;Vladimir Petkovic;4-2-3-1;40
1;2;Vladimir Petkovic;3-5-2;40
2;3;Vladimir Petkovic;5-3-2;40
3;4;Vladimir Petkovic;3-5-2;40
4;5;Vladimir Petkovic;3-5-2;40
5;6;Vladimir Petkovic;5-3-2;40
6;7;Vladimir Petkovic;5-4-1;40
7;8;Vladimir Petkovic;5-4-1;40
8;9;Vladimir Petkovic;4-2-3-1;40
9;10;Vladimir Petkovic;4-4-2;40
10;11;Vladimir Petkovic;4-4-2;40
11;12;Vladimir Petkovic;4-3-3;40
12;13;Vladimir Petkovic;4-4-1-1;40
13;14;Vladimir Petkovic;4-4-1-1;40
14;15;Vladimir Petkovic;4-2-3-1;40
15;16;Vladimir Petkovic;4-3-3;40
16;17;Vladimir Petkovic;4-4-2;40
17;18;Vladimir Petkovic;4-2-3-1;40
18;19;Vladimir Petkovic;4-2-3-1;40
19;20;Vladimir Petkovic;3-4-1-2;40
20;21;Vladimir Petkovic;4-4-2;40
21;22;Vladimir Petkovic;4-2-3-1;40
22;23;Vladimir Petkovic;4-2-3-1;40
23;24;Jaroslav Plasil;4-2-3-1;40
24;25;David Guion;5-4-1;40
25;26;David Guion;3-4-2-1;40
26;27;David Guion;5-4-1;40
27;28;David Guion;3-4-2-1;40
28;29;David Guion;4-3-3;40
29;30;David Guion;3-4-2-1;40
30;31;David Guion;5-3-2;40
31;32;David Guion;5-3-2;40
32;33;David Guion;3-4-1-2;40
33;34;David Guion;3-4-1-2;40
34;35;David Guion;5-3-2;40
35;36;David Guion;5-3-2;40
36;37;David Guion;3-4-1-2;40
37;38;David Guion;3-4-1-2;40
