;jor;coach;system;teamid
0;1;Petar Kolev;4-3-3;6764
1;2;Petar Kolev;4-1-4-1;6764
2;3;Petar Kolev;4-2-3-1;6764
3;4;Petar Kolev;4-2-3-1;6764
4;5;Petar Kolev;4-2-3-1;6764
5;6;Petar Kolev;4-2-3-1;6764
6;7;Petar Kolev;4-2-3-1;6764
7;8;Petar Kolev;4-2-3-1;6764
8;9;Petar Kolev;4-2-3-1;6764
9;10;Petar Kolev;4-1-4-1;6764
10;11;Petar Kolev;4-4-2;6764
11;12;Petar Kolev;3-4-2-1;6764
12;13;Petar Kolev;3-5-2;6764
13;14;Petar Kolev;3-4-3;6764
14;15;Petar Kolev;3-4-3;6764
15;16;Petar Kolev;3-4-3;6764
16;17;Petar Kolev;4-2-3-1;6764
17;18;Petar Kolev;4-2-3-1;6764
18;19;Petar Kolev;4-3-1-2;6764
19;20;Petar Hubchev;4-2-3-1;6764
20;21;Petar Hubchev;4-2-3-1;6764
21;22;Petar Hubchev;4-2-3-1;6764
22;23;Petar Hubchev;4-2-3-1;6764
23;24;Petar Hubchev;4-2-3-1;6764
24;25;Petar Hubchev;4-2-3-1;6764
25;26;Petar Hubchev;4-2-3-1;6764
