;jor;coach;system;teamid
0;1;Jesse Marsch;4-2-3-1;23826
1;2;Jesse Marsch;4-2-3-1;23826
2;3;Jesse Marsch;4-2-3-1;23826
3;4;Jesse Marsch;4-2-3-1;23826
4;5;Jesse Marsch;4-2-3-1;23826
5;6;Jesse Marsch;3-4-2-1;23826
6;7;Jesse Marsch;3-4-1-2;23826
7;8;Jesse Marsch;4-2-3-1;23826
8;9;Jesse Marsch;3-4-2-1;23826
9;10;Jesse Marsch;5-4-1;23826
10;11;Jesse Marsch;3-4-2-1;23826
11;12;Jesse Marsch;3-4-1-2;23826
12;13;Jesse Marsch;4-4-2;23826
13;14;Jesse Marsch;3-4-2-1;23826
14;15;Domenico Tedesco;3-4-1-2;23826
15;16;Domenico Tedesco;3-4-1-2;23826
16;17;Domenico Tedesco;3-1-4-2;23826
17;18;Domenico Tedesco;3-4-1-2;23826
18;19;Domenico Tedesco;3-4-1-2;23826
19;20;Domenico Tedesco;3-4-2-1;23826
20;21;Domenico Tedesco;3-4-1-2;23826
21;22;Domenico Tedesco;3-4-1-2;23826
22;23;Domenico Tedesco;3-1-4-2;23826
23;24;Domenico Tedesco;3-5-2;23826
24;25;Domenico Tedesco;3-4-3;23826
25;26;Domenico Tedesco;3-4-1-2;23826
26;27;Domenico Tedesco;3-4-1-2;23826
27;28;Domenico Tedesco;3-4-1-2;23826
28;29;Domenico Tedesco;3-4-2-1;23826
29;30;Domenico Tedesco;3-1-4-2;23826
30;31;Domenico Tedesco;3-4-3;23826
31;32;Domenico Tedesco;3-4-1-2;23826
32;33;Domenico Tedesco;3-4-1-2;23826
33;34;Domenico Tedesco;3-4-1-2;23826
