;jor;coach;system;teamid
0;1;Nathan Jones;4-4-2;1031
1;2;Nathan Jones;4-4-2;1031
2;3;Nathan Jones;3-4-1-2;1031
3;4;Nathan Jones;3-4-1-2;1031
4;5;Nathan Jones;4-2-3-1;1031
5;6;Nathan Jones;4-3-3;1031
6;7;Nathan Jones;5-3-2;1031
7;8;Nathan Jones;5-3-2;1031
8;9;Nathan Jones;4-3-3;1031
9;10;Nathan Jones;5-3-2;1031
10;11;Nathan Jones;5-3-2;1031
11;12;Nathan Jones;5-3-2;1031
12;13;Nathan Jones;3-5-2;1031
13;14;Nathan Jones;5-4-1;1031
14;15;Nathan Jones;3-5-2;1031
15;16;Nathan Jones;3-5-2;1031
16;17;Nathan Jones;3-5-2;1031
17;18;Nathan Jones;3-5-2;1031
18;19;Nathan Jones;3-5-2;1031
19;20;Nathan Jones;5-3-2;1031
20;21;Nathan Jones;5-4-1;1031
21;22;Nathan Jones;5-4-1;1031
22;23;Nathan Jones;3-5-2;1031
23;24;Nathan Jones;3-5-2;1031
24;25;Nathan Jones;3-5-2;1031
25;26;Nathan Jones;5-3-2;1031
26;27;Nathan Jones;3-5-2;1031
27;28;Nathan Jones;3-5-2;1031
28;29;Nathan Jones;3-5-2;1031
29;30;Nathan Jones;3-4-1-2;1031
30;31;Nathan Jones;3-5-2;1031
31;32;Nathan Jones;3-5-2;1031
32;33;Nathan Jones;5-3-2;1031
33;34;Nathan Jones;3-4-1-2;1031
34;35;Nathan Jones;3-5-2;1031
35;36;Nathan Jones;3-4-1-2;1031
36;37;Nathan Jones;3-4-1-2;1031
37;38;Nathan Jones;3-4-1-2;1031
38;39;Nathan Jones;3-4-1-2;1031
39;40;Nathan Jones;5-3-2;1031
40;41;Nathan Jones;3-4-1-2;1031
41;42;Nathan Jones;3-4-3;1031
42;43;Nathan Jones;3-1-4-2;1031
43;44;Nathan Jones;3-1-4-2;1031
44;45;Nathan Jones;3-1-4-2;1031
45;46;Nathan Jones;3-5-2;1031
